identifiant	occurrences	fichiers
CLE_FAIT	3	apps/desktop/ui-v2/src/lib/accueil.js
FENETRE	3	apps/desktop/ui-v2/src/Kiosque.svelte
ICONES_REPONSE	3	apps/desktop/ui-v2/src/lib/invitation.js
JEU	3	apps/desktop/ui-v2/src/lib/icones.js
LOT	3	apps/desktop/ui-v2/src/Liste.svelte
accorderImages	3	apps/desktop/ui-v2/src/Kiosque.svelte
agrandirFil	3	apps/desktop/ui-v2/src/Conversation.svelte;apps/desktop/ui-v2/src/lib/fil.svelte.js
ajout	3	apps/desktop/ui-v2/src/lib/transport.js
aller	3	apps/desktop/ui-v2/src/Liste.svelte
ancienne	3	apps/desktop/ui-v2/src/Kiosque.svelte
appliquerEspacement	3	apps/desktop/ui-v2/src/Reglages.svelte;apps/desktop/ui-v2/src/lib/espacement.svelte.js
appliquerLargeur	3	apps/desktop/ui-v2/src/App.svelte;apps/desktop/ui-v2/src/lib/largeurs.svelte.js
appliquerVolets	3	apps/desktop/ui-v2/src/Reglages.svelte;apps/desktop/ui-v2/src/lib/volets.svelte.js
autresPuces	3	apps/desktop/ui-v2/src/Liste.svelte
avaitBrouillon	3	apps/desktop/ui-v2/src/Composition.svelte
avancerApres	3	apps/desktop/ui-v2/src/App.svelte
avisProgramme	3	apps/desktop/ui-v2/src/App.svelte
avisRefus	3	apps/desktop/ui-v2/src/App.svelte
barre	3	apps/desktop/ui-v2/src/Composition.svelte
boites	3	apps/desktop/ui-v2/src/Nav.svelte
brouillonDe	3	apps/desktop/ui-v2/src/Liste.svelte
changerPortier	3	apps/desktop/ui-v2/src/Reglages.svelte
chargeCorps	3	apps/desktop/ui-v2/src/Composition.svelte
chargerGroupes	3	apps/desktop/ui-v2/src/Nettoyage.svelte
chargerNavMaintenant	3	apps/desktop/ui-v2/src/App.svelte
chemins	3	apps/desktop/ui-v2/src/Composition.svelte
chipsAvant	3	apps/desktop/ui-v2/src/Liste.svelte
choisirGroupe	3	apps/desktop/ui-v2/src/Reglages.svelte
choisirRepere	3	apps/desktop/ui-v2/src/Reglages.svelte
cleLigne	3	apps/desktop/ui-v2/src/Liste.svelte
commandeSelect	3	apps/desktop/ui-v2/src/Composition.svelte
compteAjoute	3	apps/desktop/ui-v2/src/App.svelte
corpsHtmlInitial	3	apps/desktop/ui-v2/src/Composition.svelte
corpsTexteInitial	3	apps/desktop/ui-v2/src/Composition.svelte
courrierVu	3	apps/desktop/ui-v2/src/App.svelte
court	3	apps/desktop/ui-v2/src/lib/quand.js
dansUneHeure	3	apps/desktop/ui-v2/src/Composition.svelte
delai	3	apps/desktop/ui-v2/src/App.svelte
demanderRetrait	3	apps/desktop/ui-v2/src/Reglages.svelte
depart	3	apps/desktop/ui-v2/src/Liste.svelte
dernier	3	apps/desktop/ui-v2/src/lib/fil.svelte.js
dernierMouvement	3	apps/desktop/ui-v2/src/App.svelte
dernierTic	3	apps/desktop/ui-v2/src/App.svelte
enAttente	3	apps/desktop/ui-v2/src/Fil.svelte
enReponse	3	apps/desktop/ui-v2/src/Composition.svelte
enregistrerNom	3	apps/desktop/ui-v2/src/Reglages.svelte
entetesAvant	3	apps/desktop/ui-v2/src/Liste.svelte
envoyerAvec	3	apps/desktop/ui-v2/src/Composition.svelte
epinglerFil	3	apps/desktop/ui-v2/src/App.svelte
estGoogle	3	apps/desktop/ui-v2/src/GuichetCompte.svelte
etiquette	3	apps/desktop/ui-v2/src/Fil.svelte
executerRecherche	3	apps/desktop/ui-v2/src/Liste.svelte
ficheActive	3	apps/desktop/ui-v2/src/Onboarding.svelte
gestesInvitation	3	apps/desktop/ui-v2/src/Liste.svelte
hautEpinglesMesure	3	apps/desktop/ui-v2/src/Liste.svelte
indexVisible	3	apps/desktop/ui-v2/src/Kiosque.svelte
invitations	3	apps/desktop/ui-v2/src/lib/fil.svelte.js
journal	3	apps/desktop/ui-v2/src/lib/transport.js
kiosqueCartes	3	apps/desktop/ui-v2/src/App.svelte
lListe	3	apps/desktop/ui-v2/src/App.svelte
lancerEpingles	3	apps/desktop/ui-v2/src/Liste.svelte
lieuOrg	3	apps/desktop/ui-v2/src/Fil.svelte
ligneA	3	apps/desktop/ui-v2/src/Liste.svelte
lot	3	apps/desktop/ui-v2/src/Liste.svelte
majActifs	3	apps/desktop/ui-v2/src/Composition.svelte
majEchecs	3	apps/desktop/ui-v2/src/App.svelte
marquerLegitime	3	apps/desktop/ui-v2/src/App.svelte
marquerLue	3	apps/desktop/ui-v2/src/Kiosque.svelte;apps/desktop/ui-v2/src/Liste.svelte
marquerVue	3	apps/desktop/ui-v2/src/App.svelte
melangeComptes	3	apps/desktop/ui-v2/src/App.svelte
mesurer	3	apps/desktop/ui-v2/src/lib/corps.js
minuterieRecherche	3	apps/desktop/ui-v2/src/Liste.svelte
modaleMigration	3	apps/desktop/ui-v2/src/App.svelte
mois	3	apps/desktop/ui-v2/src/lib/quand.js
motDePasse	3	apps/desktop/ui-v2/src/GuichetCompte.svelte
nomAdr	3	apps/desktop/ui-v2/src/Fil.svelte
non	3	apps/desktop/ui-v2/src/Reglages.svelte
nouveau	3	apps/desktop/ui-v2/src/lib/fil.svelte.js
nuit	3	apps/desktop/ui-v2/src/lib/theme.js
ongletActif	3	apps/desktop/ui-v2/src/Liste.svelte
oui	3	apps/desktop/ui-v2/src/Reglages.svelte
ouvrirConversation	3	apps/desktop/ui-v2/src/App.svelte
panneau	3	apps/desktop/ui-v2/src/Reglages.svelte
pas	3	apps/desktop/ui-v2/src/App.svelte
patcherNom	3	apps/desktop/ui-v2/src/App.svelte
patcherRepere	3	apps/desktop/ui-v2/src/App.svelte
peutContinuer	3	apps/desktop/ui-v2/src/Onboarding.svelte
proposerMaj	3	apps/desktop/ui-v2/src/App.svelte
propre	3	apps/desktop/ui-v2/src/Fil.svelte
quandInv	3	apps/desktop/ui-v2/src/Fil.svelte
reduireFil	3	apps/desktop/ui-v2/src/App.svelte;apps/desktop/ui-v2/src/lib/fil.svelte.js
regle	3	apps/desktop/ui-v2/src/Composition.svelte
releve	3	apps/desktop/ui-v2/src/lib/transport.js
repondantInv	3	apps/desktop/ui-v2/src/Fil.svelte
repondreTous	3	apps/desktop/ui-v2/src/App.svelte
resoudreReprise	3	apps/desktop/ui-v2/src/ModaleMigration.svelte
restaurerEspacement	3	apps/desktop/ui-v2/src/lib/espacement.svelte.js;apps/desktop/ui-v2/src/main.js
restaurerLargeurs	3	apps/desktop/ui-v2/src/lib/largeurs.svelte.js;apps/desktop/ui-v2/src/main.js
restaurerModeOrganise	3	apps/desktop/ui-v2/src/App.svelte;apps/desktop/ui-v2/src/lib/organise.svelte.js
restaurerTheme	3	apps/desktop/ui-v2/src/lib/theme.js;apps/desktop/ui-v2/src/main.js
restaurerVolets	3	apps/desktop/ui-v2/src/lib/volets.svelte.js;apps/desktop/ui-v2/src/main.js
retenue	3	apps/desktop/ui-v2/src/lib/transport.js
sauverMaintenant	3	apps/desktop/ui-v2/src/Composition.svelte
sceneSansLecture	3	apps/desktop/ui-v2/src/App.svelte
sectionCollee	3	apps/desktop/ui-v2/src/Liste.svelte
showImages	3	apps/desktop/ui-v2/src/Kiosque.svelte;apps/desktop/ui-v2/src/lib/fil.svelte.js
signalerSpam	3	apps/desktop/ui-v2/src/App.svelte
sondeBrouillons	3	apps/desktop/ui-v2/src/App.svelte
sonderEtat	3	apps/desktop/ui-v2/src/App.svelte
sujetRe	3	apps/desktop/ui-v2/src/Composition.svelte
surLoad	3	apps/desktop/ui-v2/src/lib/corps.js
texteInitial	3	apps/desktop/ui-v2/src/Composition.svelte
themeActuel	3	apps/desktop/ui-v2/src/lib/theme.js
toastMinuterie	3	apps/desktop/ui-v2/src/App.svelte
totalPieces	3	apps/desktop/ui-v2/src/Fil.svelte
touche	3	apps/desktop/ui-v2/src/Menu.svelte
trace	3	apps/desktop/ui-v2/src/App.svelte
versEnvoi	3	apps/desktop/ui-v2/src/Liste.svelte
vol	3	apps/desktop/ui-v2/src/lib/transport.js
voletsAvant	3	apps/desktop/ui-v2/src/App.svelte
ADRESSE_RETOURS	2	apps/desktop/ui-v2/src/Retour.svelte
BORNES	2	apps/desktop/ui-v2/src/lib/largeurs.svelte.js
COMMANDES	2	apps/desktop/ui-v2/src/Composition.svelte
COULEURS	2	apps/desktop/ui-v2/src/Composition.svelte
CYCLE_COMPLET_MS	2	apps/desktop/ui-v2/src/App.svelte
GESTES_BARRE	2	apps/desktop/ui-v2/src/Liste.svelte
GESTES_GROUPE	2	apps/desktop/ui-v2/src/App.svelte
GROUPES	2	apps/desktop/ui-v2/src/Reglages.svelte
PASSE_LEGERE_MS	2	apps/desktop/ui-v2/src/App.svelte
RACCOURCIS	2	apps/desktop/ui-v2/src/Reglages.svelte
RESERVE_FIL	2	apps/desktop/ui-v2/src/App.svelte
VOL_MAX	2	apps/desktop/ui-v2/src/Liste.svelte
agir	2	apps/desktop/ui-v2/src/Liste.svelte
ajoutFactice	2	apps/desktop/ui-v2/src/lib/transport.js
annuler	2	apps/desktop/ui-v2/src/ModaleMigration.svelte
apresCourrierEnvoye	2	apps/desktop/ui-v2/src/App.svelte
apresEnvoi	2	apps/desktop/ui-v2/src/App.svelte
armerDepart	2	apps/desktop/ui-v2/src/App.svelte
avancement	2	apps/desktop/ui-v2/src/ModaleMigration.svelte
avis	2	apps/desktop/ui-v2/src/App.svelte
basculerBulles	2	apps/desktop/ui-v2/src/Reglages.svelte
basculerOrganise	2	apps/desktop/ui-v2/src/App.svelte
bloc	2	apps/desktop/ui-v2/src/Composition.svelte
borne	2	apps/desktop/ui-v2/src/Liste.svelte
brouillonsParFil	2	apps/desktop/ui-v2/src/Liste.svelte
catalogue	2	apps/desktop/ui-v2/src/lib/texte.svelte.js
changerEspacement	2	apps/desktop/ui-v2/src/Reglages.svelte
changerExpediteur	2	apps/desktop/ui-v2/src/Composition.svelte
changerHorizon	2	apps/desktop/ui-v2/src/Reglages.svelte
changerLangue	2	apps/desktop/ui-v2/src/Reglages.svelte
changerVolets	2	apps/desktop/ui-v2/src/Reglages.svelte
chargerHorizons	2	apps/desktop/ui-v2/src/Reglages.svelte
chargerNoms	2	apps/desktop/ui-v2/src/App.svelte
chargerReperes	2	apps/desktop/ui-v2/src/App.svelte
chargerSignatures	2	apps/desktop/ui-v2/src/Reglages.svelte
chemin	2	apps/desktop/ui-v2/src/Fil.svelte
choisirTheme	2	apps/desktop/ui-v2/src/Onboarding.svelte
choixARenommer	2	apps/desktop/ui-v2/src/lib/theme.js
cibleDe	2	apps/desktop/ui-v2/src/App.svelte
clicRangee	2	apps/desktop/ui-v2/src/Liste.svelte
compteEnvoi	2	apps/desktop/ui-v2/src/Composition.svelte
compteRetire	2	apps/desktop/ui-v2/src/App.svelte
corpsHtml	2	apps/desktop/ui-v2/src/Composition.svelte
corpsVide	2	apps/desktop/ui-v2/src/Composition.svelte
correspondant	2	apps/desktop/ui-v2/src/Liste.svelte
dateAbsolue	2	apps/desktop/ui-v2/src/lib/quand.js
dateLongue	2	apps/desktop/ui-v2/src/lib/invitation.js
defaut	2	apps/desktop/ui-v2/src/Fil.svelte
destinataires	2	apps/desktop/ui-v2/src/Fil.svelte
dossiers	2	apps/desktop/ui-v2/src/Nav.svelte
enregistrer	2	apps/desktop/ui-v2/src/Fil.svelte
enregistrerBrouillon	2	apps/desktop/ui-v2/src/Composition.svelte
epingle	2	apps/desktop/ui-v2/src/lib/fil.svelte.js
estChoisie	2	apps/desktop/ui-v2/src/Liste.svelte
estCochee	2	apps/desktop/ui-v2/src/Liste.svelte
estDeconnecte	2	apps/desktop/ui-v2/src/Reglages.svelte
estMicrosoft	2	apps/desktop/ui-v2/src/GuichetCompte.svelte
faire	2	apps/desktop/ui-v2/src/lib/clavier.js
haut	2	apps/desktop/ui-v2/src/Kiosque.svelte
horsFenetre	2	apps/desktop/ui-v2/src/Kiosque.svelte
indexPour	2	apps/desktop/ui-v2/src/Liste.svelte
installerMaj	2	apps/desktop/ui-v2/src/Reglages.svelte
lancerCouture	2	apps/desktop/ui-v2/src/Liste.svelte
lancerTotal	2	apps/desktop/ui-v2/src/Liste.svelte
lettres	2	apps/desktop/ui-v2/src/lib/initiales.js
libelleRoutage	2	apps/desktop/ui-v2/src/Reglages.svelte
lignesOrdonnees	2	apps/desktop/ui-v2/src/Liste.svelte
memeJour	2	apps/desktop/ui-v2/src/lib/invitation.js
mesurerFenetre	2	apps/desktop/ui-v2/src/Kiosque.svelte
nbMessages	2	apps/desktop/ui-v2/src/Fil.svelte
nomAdrPorte	2	apps/desktop/ui-v2/src/Fil.svelte
osSombre	2	apps/desktop/ui-v2/src/lib/theme.js
ouvrirDiffere	2	apps/desktop/ui-v2/src/Composition.svelte
ouvrirGestes	2	apps/desktop/ui-v2/src/Liste.svelte
ouvrirHorizon	2	apps/desktop/ui-v2/src/Reglages.svelte
ouvrirModifier	2	apps/desktop/ui-v2/src/Reglages.svelte
ouvrirNom	2	apps/desktop/ui-v2/src/Reglages.svelte
ouvrirRepere	2	apps/desktop/ui-v2/src/Reglages.svelte
pageUtile	2	apps/desktop/ui-v2/src/Liste.svelte
panneFactice	2	apps/desktop/ui-v2/src/lib/transport.js
peutSupprimer	2	apps/desktop/ui-v2/src/Composition.svelte
poidsTotal	2	apps/desktop/ui-v2/src/Composition.svelte
programmerEnvoi	2	apps/desktop/ui-v2/src/Composition.svelte
queueMicrotask	2	apps/desktop/ui-v2/src/Menu.svelte;apps/desktop/ui-v2/src/Reglages.svelte
rapatrierTout	2	apps/desktop/ui-v2/src/Composition.svelte
rattraperApercus	2	apps/desktop/ui-v2/src/App.svelte
registreGroupe	2	apps/desktop/ui-v2/src/App.svelte
reintegrer	2	apps/desktop/ui-v2/src/Portier.svelte
renvoyerAuPortier	2	apps/desktop/ui-v2/src/Reglages.svelte
reste	2	apps/desktop/ui-v2/src/Composition.svelte
retard	2	apps/desktop/ui-v2/src/App.svelte
retirerExpediteurImages	2	apps/desktop/ui-v2/src/Reglages.svelte
retirerRepere	2	apps/desktop/ui-v2/src/Reglages.svelte
routerAdresse	2	apps/desktop/ui-v2/src/App.svelte
sauverSeul	2	apps/desktop/ui-v2/src/Composition.svelte
servirPage	2	apps/desktop/ui-v2/src/Liste.svelte
sujetTr	2	apps/desktop/ui-v2/src/Composition.svelte
supprimerBrouillon	2	apps/desktop/ui-v2/src/Composition.svelte
surAjout	2	apps/desktop/ui-v2/src/Onboarding.svelte
surFrappeCorps	2	apps/desktop/ui-v2/src/Composition.svelte
surOnglet	2	apps/desktop/ui-v2/src/App.svelte
surTouche	2	apps/desktop/ui-v2/src/App.svelte
temoinLu	2	apps/desktop/ui-v2/src/Kiosque.svelte
texteEnHtml	2	apps/desktop/ui-v2/src/Composition.svelte
tousDeplies	2	apps/desktop/ui-v2/src/Fil.svelte
unePasse	2	apps/desktop/ui-v2/src/ModaleMigration.svelte
LANGUES	1	apps/desktop/ui-v2/src/lib/texte.svelte.js
LIBELLE_ECARTE	1	apps/desktop/ui-v2/src/lib/portier.js
MARQUE	1	apps/desktop/ui-v2/src/lib/icones.js
PERIMETRES_NETTOYAGE	1	apps/desktop/ui-v2/src/lib/vocabulaires.js
PLAGES_NETTOYAGE	1	apps/desktop/ui-v2/src/lib/vocabulaires.js
REPERES	1	apps/desktop/ui-v2/src/lib/icones.js
REPERE_ICONES	1	apps/desktop/ui-v2/src/lib/reperes.js
REPERE_TEINTES	1	apps/desktop/ui-v2/src/lib/reperes.js
accueilCommence	1	apps/desktop/ui-v2/src/lib/accueil.js
accueilFait	1	apps/desktop/ui-v2/src/lib/accueil.js
afficherImages	1	apps/desktop/ui-v2/src/lib/fil.svelte.js
allerEtServir	1	apps/desktop/ui-v2/src/Liste.svelte
basculerModeOrganise	1	apps/desktop/ui-v2/src/lib/organise.svelte.js
blocBoite	1	apps/desktop/ui-v2/src/lib/boite.js
brancherLiens	1	apps/desktop/ui-v2/src/lib/liens.js
cacheNoms	1	apps/desktop/ui-v2/src/lib/fil.svelte.js
cleLibelleBoite	1	apps/desktop/ui-v2/src/lib/organise.svelte.js
comparateurTri	1	apps/desktop/ui-v2/src/lib/tri.js
decocher	1	apps/desktop/ui-v2/src/Liste.svelte
defautLargeur	1	apps/desktop/ui-v2/src/lib/largeurs.svelte.js
depuis	1	apps/desktop/ui-v2/src/lib/quand.js
edit_note	1	apps/desktop/ui-v2/src/lib/icones.js
enSelection	1	apps/desktop/ui-v2/src/Liste.svelte
espacementActuel	1	apps/desktop/ui-v2/src/lib/espacement.svelte.js
kickerInvitation	1	apps/desktop/ui-v2/src/lib/invitation.js
langueActuelle	1	apps/desktop/ui-v2/src/lib/texte.svelte.js
lieuOrganisateur	1	apps/desktop/ui-v2/src/lib/invitation.js
ligneRepondant	1	apps/desktop/ui-v2/src/lib/invitation.js
marquerAccueilCommence	1	apps/desktop/ui-v2/src/lib/accueil.js
marquerDemarrage	1	apps/desktop/ui-v2/src/App.svelte
modeOrganise	1	apps/desktop/ui-v2/src/lib/organise.svelte.js
moyen	1	apps/desktop/ui-v2/src/lib/espacement.svelte.js
music_note	1	apps/desktop/ui-v2/src/lib/icones.js
nettoyage	1	apps/desktop/ui-v2/src/lib/icones.js
notifications	1	apps/desktop/ui-v2/src/lib/icones.js
ouvrirBrouillon	1	apps/desktop/ui-v2/src/Composition.svelte
ouvrirFil	1	apps/desktop/ui-v2/src/lib/fil.svelte.js
padRangee	1	apps/desktop/ui-v2/src/lib/espacement.svelte.js
portier	1	apps/desktop/ui-v2/src/lib/icones.js
poserLangueDetectee	1	apps/desktop/ui-v2/src/lib/texte.svelte.js
puceInvitation	1	apps/desktop/ui-v2/src/lib/invitation.js
quandInvitation	1	apps/desktop/ui-v2/src/lib/invitation.js
quandLong	1	apps/desktop/ui-v2/src/lib/quand.js
question_mark	1	apps/desktop/ui-v2/src/lib/icones.js
restaurerLangue	1	apps/desktop/ui-v2/src/lib/texte.svelte.js
retirerMessage	1	apps/desktop/ui-v2/src/lib/fil.svelte.js
selectionner	1	apps/desktop/ui-v2/src/Liste.svelte
semaine	1	apps/desktop/ui-v2/src/lib/invitation.js
statutInvitation	1	apps/desktop/ui-v2/src/lib/invitation.js
theme	1	apps/desktop/ui-v2/src/main.js
themeAffiche	1	apps/desktop/ui-v2/src/lib/theme.js
themes	1	apps/desktop/ui-v2/src/main.js
titre	1	apps/desktop/ui-v2/src/lib/boite.js
toujoursAfficherImages	1	apps/desktop/ui-v2/src/lib/fil.svelte.js
toutDeplier	1	apps/desktop/ui-v2/src/lib/fil.svelte.js
toutReplier	1	apps/desktop/ui-v2/src/lib/fil.svelte.js
tri_ancien	1	apps/desktop/ui-v2/src/lib/icones.js
tri_az	1	apps/desktop/ui-v2/src/lib/icones.js
tri_recent	1	apps/desktop/ui-v2/src/lib/icones.js
tri_za	1	apps/desktop/ui-v2/src/lib/icones.js
tuileInvitation	1	apps/desktop/ui-v2/src/lib/invitation.js
voletsActuels	1	apps/desktop/ui-v2/src/lib/volets.svelte.js
vueMelange	1	apps/desktop/ui-v2/src/lib/boite.js
