layer,old,new,occurrences,files
ui,nom,name,88,apps/desktop/ui-v2/src/Composition.svelte;apps/desktop/ui-v2/src/Reglages.svelte;apps/desktop/ui-v2/src/lib/theme.js
ui,fil,thread,79,apps/desktop/ui-v2/src/App.svelte;apps/desktop/ui-v2/src/lib/fil.svelte.js
ui,carte,card,72,apps/desktop/ui-v2/src/Composition.svelte;apps/desktop/ui-v2/src/Kiosque.svelte;apps/desktop/ui-v2/src/Liste.svelte
ui,etat,state,72,apps/desktop/ui-v2/src/App.svelte;apps/desktop/ui-v2/src/Lecture.svelte;apps/desktop/ui-v2/src/Liste.svelte;apps/desktop/ui-v2/src/Reglages.svelte;apps/desktop/ui-v2/src/lib/espacement.svelte.js;apps/desktop/ui-v2/src/lib/largeurs.svelte.js;apps/desktop/ui-v2/src/lib/organise.svelte.js;apps/desktop/ui-v2/src/lib/texte.svelte.js;apps/desktop/ui-v2/src/lib/volets.svelte.js;apps/desktop/ui-v2/src/main.js
ui,bilan,report,68,apps/desktop/ui-v2/src/App.svelte;apps/desktop/ui-v2/src/Composition.svelte;apps/desktop/ui-v2/src/ModaleMigration.svelte
ui,liste,list,44,apps/desktop/ui-v2/src/App.svelte;apps/desktop/ui-v2/src/Liste.svelte;apps/desktop/ui-v2/src/Menu.svelte
ui,cle,key,42,apps/desktop/ui-v2/src/Fil.svelte;apps/desktop/ui-v2/src/Kiosque.svelte;apps/desktop/ui-v2/src/Liste.svelte
ui,jeton,token,42,apps/desktop/ui-v2/src/App.svelte;apps/desktop/ui-v2/src/Composition.svelte;apps/desktop/ui-v2/src/Registre.svelte;apps/desktop/ui-v2/src/lib/fil.svelte.js
ui,icone,icon,37,apps/desktop/ui-v2/src/App.svelte;apps/desktop/ui-v2/src/Reglages.svelte;apps/desktop/ui-v2/src/lib/invitation.js
ui,texte,text,37,apps/desktop/ui-v2/src/App.svelte;apps/desktop/ui-v2/src/Retour.svelte;apps/desktop/ui-v2/src/lib/invitation.js
ui,ouvert,isOpen,35,apps/desktop/ui-v2/src/Nettoyage.svelte;apps/desktop/ui-v2/src/Registre.svelte;apps/desktop/ui-v2/src/TriSection.svelte
ui,boite,mailbox,34,apps/desktop/ui-v2/src/Fil.svelte;apps/desktop/ui-v2/src/Liste.svelte;apps/desktop/ui-v2/src/Menu.svelte
ui,categorie,category,32,apps/desktop/ui-v2/src/App.svelte
ui,volets,panes,32,apps/desktop/ui-v2/src/App.svelte;apps/desktop/ui-v2/src/Onboarding.svelte;apps/desktop/ui-v2/src/Reglages.svelte
ui,chargerNav,loadNav,29,apps/desktop/ui-v2/src/App.svelte
ui,cartes,cards,27,apps/desktop/ui-v2/src/Kiosque.svelte;apps/desktop/ui-v2/src/PileMisDeCote.svelte
ui,champ,field,26,apps/desktop/ui-v2/src/Composition.svelte;apps/desktop/ui-v2/src/Reglages.svelte;apps/desktop/ui-v2/src/Retour.svelte
ui,epingles,pins,26,apps/desktop/ui-v2/src/Liste.svelte
ui,cadre,frame,25,apps/desktop/ui-v2/src/Liste.svelte;apps/desktop/ui-v2/src/lib/fil.svelte.js
ui,maj,update,25,apps/desktop/ui-v2/src/App.svelte;apps/desktop/ui-v2/src/Reglages.svelte
ui,brouillonId,draftId,21,apps/desktop/ui-v2/src/Composition.svelte
ui,pieces,attachments,21,apps/desktop/ui-v2/src/Composition.svelte;apps/desktop/ui-v2/src/lib/fil.svelte.js
ui,entree,entry,20,apps/desktop/ui-v2/src/Composition.svelte
ui,groupe,group,20,apps/desktop/ui-v2/src/App.svelte;apps/desktop/ui-v2/src/Reglages.svelte;apps/desktop/ui-v2/src/lib/icones.js
ui,cleCarte,cardKey,19,apps/desktop/ui-v2/src/Kiosque.svelte
ui,fermer,close,19,apps/desktop/ui-v2/src/Composition.svelte;apps/desktop/ui-v2/src/Lecture.svelte;apps/desktop/ui-v2/src/Reglages.svelte;apps/desktop/ui-v2/src/Retour.svelte
ui,volet,pane,19,apps/desktop/ui-v2/src/lib/largeurs.svelte.js
ui,champCorps,bodyField,18,apps/desktop/ui-v2/src/Composition.svelte
ui,corps,body,18,apps/desktop/ui-v2/src/Fil.svelte;apps/desktop/ui-v2/src/Kiosque.svelte;apps/desktop/ui-v2/src/Liste.svelte;apps/desktop/ui-v2/src/lib/fil.svelte.js
ui,CLE,KEY,17,apps/desktop/ui-v2/src/lib/espacement.svelte.js;apps/desktop/ui-v2/src/lib/largeurs.svelte.js;apps/desktop/ui-v2/src/lib/theme.js;apps/desktop/ui-v2/src/lib/volets.svelte.js
ui,adresse,address,17,apps/desktop/ui-v2/src/App.svelte;apps/desktop/ui-v2/src/Fil.svelte;apps/desktop/ui-v2/src/GuichetCompte.svelte;apps/desktop/ui-v2/src/Liste.svelte
ui,alerte,alert,17,apps/desktop/ui-v2/src/App.svelte
ui,compte,account,17,apps/desktop/ui-v2/src/App.svelte;apps/desktop/ui-v2/src/Retour.svelte
ui,etape,step,17,apps/desktop/ui-v2/src/Onboarding.svelte
ui,geste,gesture,17,apps/desktop/ui-v2/src/App.svelte;apps/desktop/ui-v2/src/Kiosque.svelte;apps/desktop/ui-v2/src/Liste.svelte;apps/desktop/ui-v2/src/Registre.svelte
ui,groupes,groups,17,apps/desktop/ui-v2/src/Kiosque.svelte;apps/desktop/ui-v2/src/Nettoyage.svelte;apps/desktop/ui-v2/src/Registre.svelte
ui,debut,start,16,apps/desktop/ui-v2/src/Liste.svelte;apps/desktop/ui-v2/src/lib/invitation.js
ui,teinte,hue,16,apps/desktop/ui-v2/src/Reglages.svelte
ui,commande,command,15,apps/desktop/ui-v2/src/Composition.svelte
ui,expediteur,sender,15,apps/desktop/ui-v2/src/Composition.svelte
ui,langue,language,15,apps/desktop/ui-v2/src/Reglages.svelte;apps/desktop/ui-v2/src/lib/texte.svelte.js
ui,repereChoix,markerChoice,15,apps/desktop/ui-v2/src/Reglages.svelte
ui,synchro,sync,15,apps/desktop/ui-v2/src/App.svelte
ui,actif,active,14,apps/desktop/ui-v2/src/App.svelte;apps/desktop/ui-v2/src/Reglages.svelte
ui,avant,before,14,apps/desktop/ui-v2/src/Fil.svelte;apps/desktop/ui-v2/src/Liste.svelte;apps/desktop/ui-v2/src/Reglages.svelte
ui,comptes,accounts,14,apps/desktop/ui-v2/src/App.svelte
ui,fermerFil,closeThread,14,apps/desktop/ui-v2/src/App.svelte;apps/desktop/ui-v2/src/Lecture.svelte;apps/desktop/ui-v2/src/lib/fil.svelte.js
ui,rechargerVues,reloadViews,14,apps/desktop/ui-v2/src/App.svelte
ui,vue,view,14,apps/desktop/ui-v2/src/Fil.svelte;apps/desktop/ui-v2/src/Kiosque.svelte;apps/desktop/ui-v2/src/Nav.svelte;apps/desktop/ui-v2/src/lib/fil.svelte.js
ui,gabaritCorps,bodyTemplate,13,apps/desktop/ui-v2/src/Composition.svelte
ui,messagesOuverts,openMessages,13,apps/desktop/ui-v2/src/Nettoyage.svelte;apps/desktop/ui-v2/src/Registre.svelte
ui,recherche,search,13,apps/desktop/ui-v2/src/App.svelte
ui,choix,choice,12,apps/desktop/ui-v2/src/lib/theme.js;apps/desktop/ui-v2/src/lib/transport.js
ui,corpsModifie,bodyModified,12,apps/desktop/ui-v2/src/Composition.svelte
ui,portierDefauts,screenerDefaults,12,apps/desktop/ui-v2/src/Reglages.svelte
ui,recharger,reload,12,apps/desktop/ui-v2/src/Kiosque.svelte;apps/desktop/ui-v2/src/Liste.svelte;apps/desktop/ui-v2/src/PileMisDeCote.svelte;apps/desktop/ui-v2/src/Portier.svelte;apps/desktop/ui-v2/src/Registre.svelte;apps/desktop/ui-v2/src/main.js
ui,ajoutOuvert,addOpen,11,apps/desktop/ui-v2/src/Onboarding.svelte;apps/desktop/ui-v2/src/Reglages.svelte
ui,enSynchro,syncing,11,apps/desktop/ui-v2/src/App.svelte
ui,envoiEnCours,sendInProgress,11,apps/desktop/ui-v2/src/Composition.svelte;apps/desktop/ui-v2/src/Retour.svelte
ui,gesteSurEcho,gestureOnEcho,11,apps/desktop/ui-v2/src/App.svelte
ui,heure,time,11,apps/desktop/ui-v2/src/lib/invitation.js;apps/desktop/ui-v2/src/lib/quand.js
ui,menuDecision,decisionMenu,11,apps/desktop/ui-v2/src/Reglages.svelte
ui,menuGestes,gestureMenu,11,apps/desktop/ui-v2/src/Liste.svelte
ui,noms,names,11,apps/desktop/ui-v2/src/App.svelte
ui,nonLus,unread,11,apps/desktop/ui-v2/src/Liste.svelte;apps/desktop/ui-v2/src/Nav.svelte
ui,premier,first,11,apps/desktop/ui-v2/src/Liste.svelte
ui,volSauvegarde,saveFlight,11,apps/desktop/ui-v2/src/Composition.svelte
ui,autre,other,10,apps/desktop/ui-v2/src/Reglages.svelte;apps/desktop/ui-v2/src/lib/fil.svelte.js
ui,chargementPlus,loadingMore,10,apps/desktop/ui-v2/src/Liste.svelte;apps/desktop/ui-v2/src/Registre.svelte
ui,choixSuggere,suggestedChoice,10,apps/desktop/ui-v2/src/Composition.svelte
ui,defauts,defaults,10,apps/desktop/ui-v2/src/Nettoyage.svelte;apps/desktop/ui-v2/src/Portier.svelte
ui,derniere,last,10,apps/desktop/ui-v2/src/App.svelte
ui,erreur,error,10,apps/desktop/ui-v2/src/App.svelte;apps/desktop/ui-v2/src/GuichetCompte.svelte
ui,fermerSuggestions,closeSuggestions,10,apps/desktop/ui-v2/src/Composition.svelte
ui,fin,end,10,apps/desktop/ui-v2/src/Liste.svelte;apps/desktop/ui-v2/src/lib/invitation.js
ui,jetonCycle,cycleToken,10,apps/desktop/ui-v2/src/App.svelte
ui,jour,day,10,apps/desktop/ui-v2/src/lib/quand.js
ui,kiosque,feed,10,apps/desktop/ui-v2/src/App.svelte;apps/desktop/ui-v2/src/Nettoyage.svelte;apps/desktop/ui-v2/src/Portier.svelte;apps/desktop/ui-v2/src/Reglages.svelte;apps/desktop/ui-v2/src/lib/icones.js;apps/desktop/ui-v2/src/lib/portier.js
ui,lignesBrouillons,draftRows,10,apps/desktop/ui-v2/src/Liste.svelte
ui,ouvrir,open,10,apps/desktop/ui-v2/src/Composition.svelte;apps/desktop/ui-v2/src/Conversation.svelte;apps/desktop/ui-v2/src/Lecture.svelte;apps/desktop/ui-v2/src/PileMisDeCote.svelte;apps/desktop/ui-v2/src/Reglages.svelte;apps/desktop/ui-v2/src/Retour.svelte;apps/desktop/ui-v2/src/lib/liens.js
ui,plage,range,10,apps/desktop/ui-v2/src/Nettoyage.svelte
ui,refus,refusal,10,apps/desktop/ui-v2/src/Composition.svelte
ui,registre,paperTrail,10,apps/desktop/ui-v2/src/App.svelte;apps/desktop/ui-v2/src/Nettoyage.svelte;apps/desktop/ui-v2/src/Portier.svelte;apps/desktop/ui-v2/src/Reglages.svelte;apps/desktop/ui-v2/src/lib/icones.js;apps/desktop/ui-v2/src/lib/portier.js
ui,reperes,markers,10,apps/desktop/ui-v2/src/App.svelte
ui,routagesListe,routingsList,10,apps/desktop/ui-v2/src/Reglages.svelte
ui,sonde,probe,10,apps/desktop/ui-v2/src/App.svelte;apps/desktop/ui-v2/src/ModaleMigration.svelte
ui,tiroirOuvert,drawerOpen,10,apps/desktop/ui-v2/src/App.svelte
ui,attente,pending,9,apps/desktop/ui-v2/src/GuichetCompte.svelte;apps/desktop/ui-v2/src/main.js
ui,brouillonEpoch,draftEpoch,9,apps/desktop/ui-v2/src/Composition.svelte
ui,cleMsg,msgKey,9,apps/desktop/ui-v2/src/lib/fil.svelte.js
ui,composition,compose,9,apps/desktop/ui-v2/src/App.svelte
ui,enLigne,online,9,apps/desktop/ui-v2/src/App.svelte
ui,enVol,inFlight,9,apps/desktop/ui-v2/src/Kiosque.svelte;apps/desktop/ui-v2/src/lib/organise.svelte.js
ui,ferme,closed,9,apps/desktop/ui-v2/src/App.svelte
ui,lignes,lines,9,apps/desktop/ui-v2/src/App.svelte
ui,nomOuvert,nameOpen,9,apps/desktop/ui-v2/src/Reglages.svelte
ui,objet,subject,9,apps/desktop/ui-v2/src/Composition.svelte
ui,quand,when,9,apps/desktop/ui-v2/src/App.svelte;apps/desktop/ui-v2/src/Composition.svelte;apps/desktop/ui-v2/src/lib/quand.js
ui,repere,marker,9,apps/desktop/ui-v2/src/Nav.svelte;apps/desktop/ui-v2/src/lib/boite.js
ui,bulles,bubbles,8,apps/desktop/ui-v2/src/Reglages.svelte
ui,champSuggere,suggestedField,8,apps/desktop/ui-v2/src/Composition.svelte
ui,cochee,checked,8,apps/desktop/ui-v2/src/Liste.svelte
ui,corpsAuto,autoBody,8,apps/desktop/ui-v2/src/Composition.svelte;apps/desktop/ui-v2/src/lib/corps.js
ui,fenetre,window,8,apps/desktop/ui-v2/src/Liste.svelte;apps/desktop/ui-v2/src/lib/theme.js
ui,gesteEnCours,gestureInProgress,8,apps/desktop/ui-v2/src/Liste.svelte
ui,largeurActuelle,currentWidth,8,apps/desktop/ui-v2/src/App.svelte;apps/desktop/ui-v2/src/lib/largeurs.svelte.js
ui,lecture,reading,8,apps/desktop/ui-v2/src/App.svelte;apps/desktop/ui-v2/src/lib/fil.svelte.js
ui,menuDeplacer,moveMenu,8,apps/desktop/ui-v2/src/BarreFil.svelte
ui,modifierRoutage,editRouting,8,apps/desktop/ui-v2/src/Reglages.svelte
ui,poserCorps,setBody,8,apps/desktop/ui-v2/src/Composition.svelte
ui,programmerSauvegarde,scheduleSave,8,apps/desktop/ui-v2/src/Composition.svelte
ui,rattrapageCorps,bodyBackfill,8,apps/desktop/ui-v2/src/App.svelte
ui,receptionOrganisee,organizedInbox,8,apps/desktop/ui-v2/src/App.svelte
ui,repereErreur,markerError,8,apps/desktop/ui-v2/src/Reglages.svelte
ui,repondreInvitation,replyInvitation,8,apps/desktop/ui-v2/src/Fil.svelte;apps/desktop/ui-v2/src/Liste.svelte
ui,retourBoite,backToMailbox,8,apps/desktop/ui-v2/src/App.svelte
ui,suivante,next,8,apps/desktop/ui-v2/src/App.svelte;apps/desktop/ui-v2/src/Liste.svelte
ui,sujet,subject,8,apps/desktop/ui-v2/src/App.svelte;apps/desktop/ui-v2/src/Fil.svelte;apps/desktop/ui-v2/src/Liste.svelte
ui,terminer,finish,8,apps/desktop/ui-v2/src/Nettoyage.svelte;apps/desktop/ui-v2/src/Onboarding.svelte;apps/desktop/ui-v2/src/PileMisDeCote.svelte
ui,tour,turn,8,apps/desktop/ui-v2/src/Composition.svelte;apps/desktop/ui-v2/src/Liste.svelte
ui,tri,sort,8,apps/desktop/ui-v2/src/Nettoyage.svelte;apps/desktop/ui-v2/src/Registre.svelte
ui,DEFAUTS,DEFAULTS,7,apps/desktop/ui-v2/src/lib/largeurs.svelte.js
ui,appliquerTheme,applyTheme,7,apps/desktop/ui-v2/src/Onboarding.svelte;apps/desktop/ui-v2/src/Reglages.svelte;apps/desktop/ui-v2/src/lib/theme.js;apps/desktop/ui-v2/src/main.js
ui,champsSignature,signatureFields,7,apps/desktop/ui-v2/src/Reglages.svelte
ui,charger,load,7,apps/desktop/ui-v2/src/Kiosque.svelte;apps/desktop/ui-v2/src/Registre.svelte
ui,cibles,targets,7,apps/desktop/ui-v2/src/App.svelte;apps/desktop/ui-v2/src/Kiosque.svelte
ui,demandeSuppr,deleteRequest,7,apps/desktop/ui-v2/src/Composition.svelte
ui,derniereOuvertureMs,lastOpenMs,7,apps/desktop/ui-v2/src/lib/fil.svelte.js
ui,estRepliee,isCollapsed,7,apps/desktop/ui-v2/src/Kiosque.svelte
ui,expediteursImages,imageSenders,7,apps/desktop/ui-v2/src/Reglages.svelte
ui,fermerCartes,closeCards,7,apps/desktop/ui-v2/src/Reglages.svelte
ui,lancer,launch,7,apps/desktop/ui-v2/src/Liste.svelte;apps/desktop/ui-v2/src/lib/transport.js
ui,montrerCc,showCc,7,apps/desktop/ui-v2/src/Composition.svelte
ui,montrerCouleurs,showColors,7,apps/desktop/ui-v2/src/Composition.svelte
ui,montrerDiffere,showDeferred,7,apps/desktop/ui-v2/src/Composition.svelte
ui,passeApresGeste,passAfterGesture,7,apps/desktop/ui-v2/src/App.svelte
ui,probleme,problem,7,apps/desktop/ui-v2/src/App.svelte
ui,reponsesEnVol,repliesInFlight,7,apps/desktop/ui-v2/src/Fil.svelte
ui,reponsesInvitation,invitationReplies,7,apps/desktop/ui-v2/src/Liste.svelte
ui,sourceTransfert,sourceForward,7,apps/desktop/ui-v2/src/Composition.svelte
ui,surDefilement,onScroll,7,apps/desktop/ui-v2/src/Kiosque.svelte;apps/desktop/ui-v2/src/Liste.svelte
ui,survolVolets,panesHover,7,apps/desktop/ui-v2/src/Onboarding.svelte
ui,synchroEchec,syncFailure,7,apps/desktop/ui-v2/src/App.svelte
ui,totalListe,listTotal,7,apps/desktop/ui-v2/src/App.svelte
ui,BOITE_DE,MAILBOX_OF,6,apps/desktop/ui-v2/src/Nettoyage.svelte;apps/desktop/ui-v2/src/Portier.svelte;apps/desktop/ui-v2/src/Reglages.svelte
ui,TOAST_NON,TOAST_NO,6,apps/desktop/ui-v2/src/Nettoyage.svelte;apps/desktop/ui-v2/src/Portier.svelte;apps/desktop/ui-v2/src/Reglages.svelte
ui,accueilAJouer,onboardingToPlay,6,apps/desktop/ui-v2/src/App.svelte
ui,adresses,addresses,6,apps/desktop/ui-v2/src/Fil.svelte
ui,annee,year,6,apps/desktop/ui-v2/src/lib/invitation.js
ui,avisMaj,updateNotice,6,apps/desktop/ui-v2/src/App.svelte
ui,brouillonDuFil,threadDraft,6,apps/desktop/ui-v2/src/Fil.svelte
ui,centre,center,6,apps/desktop/ui-v2/src/Liste.svelte
ui,chargerMessage,loadMessage,6,apps/desktop/ui-v2/src/lib/fil.svelte.js
ui,chipsParPage,chipsPerPage,6,apps/desktop/ui-v2/src/Liste.svelte
ui,dateDiffere,deferredDate,6,apps/desktop/ui-v2/src/Composition.svelte
ui,epinglesRepondues,answeredPins,6,apps/desktop/ui-v2/src/Liste.svelte
ui,gabaritSeul,templateAlone,6,apps/desktop/ui-v2/src/Composition.svelte
ui,horizonErreur,horizonError,6,apps/desktop/ui-v2/src/Reglages.svelte
ui,horizonOuvert,horizonOpen,6,apps/desktop/ui-v2/src/Reglages.svelte
ui,jetonNav,navToken,6,apps/desktop/ui-v2/src/App.svelte
ui,jetonRecherche,searchToken,6,apps/desktop/ui-v2/src/Liste.svelte
ui,montrerCci,showBcc,6,apps/desktop/ui-v2/src/Composition.svelte
ui,nomErreur,nameError,6,apps/desktop/ui-v2/src/Reglages.svelte
ui,ouvrirMini,openMini,6,apps/desktop/ui-v2/src/Nettoyage.svelte;apps/desktop/ui-v2/src/Portier.svelte
ui,perimetre,scope,6,apps/desktop/ui-v2/src/Nettoyage.svelte
ui,persisterLargeurs,persistWidths,6,apps/desktop/ui-v2/src/App.svelte;apps/desktop/ui-v2/src/lib/largeurs.svelte.js
ui,plusPossible,morePossible,6,apps/desktop/ui-v2/src/Registre.svelte
ui,rangs,ranks,6,apps/desktop/ui-v2/src/Kiosque.svelte;apps/desktop/ui-v2/src/Portier.svelte
ui,rattrapagePct,backfillPct,6,apps/desktop/ui-v2/src/App.svelte
ui,reconnexionErreur,reconnectionError,6,apps/desktop/ui-v2/src/Reglages.svelte
ui,reglages,settings,6,apps/desktop/ui-v2/src/App.svelte
ui,repereOuvert,markerOpen,6,apps/desktop/ui-v2/src/Reglages.svelte
ui,retraitErreur,removalError,6,apps/desktop/ui-v2/src/Reglages.svelte
ui,selectionCorps,bodySelection,6,apps/desktop/ui-v2/src/Composition.svelte
ui,sombreSignale,darkFlagged,6,apps/desktop/ui-v2/src/lib/theme.js
ui,sonderBrouillons,probeDrafts,6,apps/desktop/ui-v2/src/App.svelte
ui,synchroPartiel,syncPartial,6,apps/desktop/ui-v2/src/App.svelte
ui,themeActif,activeTheme,6,apps/desktop/ui-v2/src/Onboarding.svelte
ui,totalPrecis,exactTotal,6,apps/desktop/ui-v2/src/Liste.svelte
ui,totalResultats,resultsTotal,6,apps/desktop/ui-v2/src/Liste.svelte
ui,trait,stroke,6,apps/desktop/ui-v2/src/App.svelte;apps/desktop/ui-v2/src/Marque.svelte
ui,appliquerLangue,applyLanguage,5,apps/desktop/ui-v2/src/Reglages.svelte;apps/desktop/ui-v2/src/lib/texte.svelte.js
ui,archiver,archive,5,apps/desktop/ui-v2/src/App.svelte
ui,avisConnexion,connectionNotice,5,apps/desktop/ui-v2/src/App.svelte
ui,basculerCote,toggleAside,5,apps/desktop/ui-v2/src/App.svelte
ui,basculerGroupe,toggleGroup,5,apps/desktop/ui-v2/src/Nettoyage.svelte;apps/desktop/ui-v2/src/Registre.svelte
ui,basculerMessage,toggleMessage,5,apps/desktop/ui-v2/src/lib/fil.svelte.js
ui,brouillons,drafts,5,apps/desktop/ui-v2/src/App.svelte
ui,champRecherche,searchField,5,apps/desktop/ui-v2/src/App.svelte
ui,cleVol,flightKey,5,apps/desktop/ui-v2/src/Liste.svelte
ui,compteDe,accountOf,5,apps/desktop/ui-v2/src/Composition.svelte
ui,cote,aside,5,apps/desktop/ui-v2/src/App.svelte
ui,deplacerExpediteur,moveSender,5,apps/desktop/ui-v2/src/App.svelte
ui,ecartJours,dayGap,5,apps/desktop/ui-v2/src/lib/quand.js
ui,enregistrerSignature,saveSignature,5,apps/desktop/ui-v2/src/Reglages.svelte
ui,estEcho,isEcho,5,apps/desktop/ui-v2/src/lib/fil.svelte.js
ui,groupesOuverts,openGroups,5,apps/desktop/ui-v2/src/Kiosque.svelte
ui,hautEpingles,pinsTop,5,apps/desktop/ui-v2/src/Liste.svelte
ui,jetonSignature,signatureToken,5,apps/desktop/ui-v2/src/Composition.svelte
ui,marquerAccueilFait,markOnboardingDone,5,apps/desktop/ui-v2/src/App.svelte;apps/desktop/ui-v2/src/Onboarding.svelte;apps/desktop/ui-v2/src/lib/accueil.js
ui,nTotal,totalCount,5,apps/desktop/ui-v2/src/App.svelte
ui,nomOccupe,nameTaken,5,apps/desktop/ui-v2/src/Reglages.svelte
ui,nonLues,unread,5,apps/desktop/ui-v2/src/Kiosque.svelte
ui,ouvrirMenu,openMenu,5,apps/desktop/ui-v2/src/Kiosque.svelte;apps/desktop/ui-v2/src/Registre.svelte
ui,parQui,byWhom,5,apps/desktop/ui-v2/src/Kiosque.svelte
ui,premierePageMs,firstPageMs,5,apps/desktop/ui-v2/src/Liste.svelte
ui,prochainProgramme,nextScheduled,5,apps/desktop/ui-v2/src/App.svelte
ui,rattraperCorps,backfillBodies,5,apps/desktop/ui-v2/src/App.svelte
ui,reglerLargeur,setWidth,5,apps/desktop/ui-v2/src/App.svelte;apps/desktop/ui-v2/src/lib/largeurs.svelte.js
ui,relever,poll,5,apps/desktop/ui-v2/src/App.svelte
ui,retour,back,5,apps/desktop/ui-v2/src/App.svelte;apps/desktop/ui-v2/src/Onboarding.svelte
ui,supprimer,deleteConversation,5,apps/desktop/ui-v2/src/App.svelte
ui,surSelection,onSelection,5,apps/desktop/ui-v2/src/App.svelte;apps/desktop/ui-v2/src/Composition.svelte
ui,vide,empty,5,apps/desktop/ui-v2/src/Composition.svelte
ui,CLE_AUTO,AUTO_KEY,4,apps/desktop/ui-v2/src/lib/theme.js
ui,DEFAUT,DEFAULT,4,apps/desktop/ui-v2/src/lib/espacement.svelte.js
ui,ETAPES,STEPS,4,apps/desktop/ui-v2/src/Onboarding.svelte
ui,VIDE,EMPTY,4,apps/desktop/ui-v2/src/lib/fil.svelte.js
ui,attentePortier,screenerPending,4,apps/desktop/ui-v2/src/Fil.svelte
ui,avisCrash,crashNotice,4,apps/desktop/ui-v2/src/App.svelte
ui,avisEnvoi,sendNotice,4,apps/desktop/ui-v2/src/App.svelte
ui,avisTelemetrie,telemetryNotice,4,apps/desktop/ui-v2/src/App.svelte
ui,boiteDe,mailboxOf,4,apps/desktop/ui-v2/src/Fil.svelte;apps/desktop/ui-v2/src/Liste.svelte
ui,brouillon,draft,4,apps/desktop/ui-v2/src/App.svelte
ui,champA,toField,4,apps/desktop/ui-v2/src/Composition.svelte
ui,champCc,ccField,4,apps/desktop/ui-v2/src/Composition.svelte
ui,champCci,bccField,4,apps/desktop/ui-v2/src/Composition.svelte
ui,chargerPlus,loadMore,4,apps/desktop/ui-v2/src/Liste.svelte;apps/desktop/ui-v2/src/Registre.svelte
ui,cible,target,4,apps/desktop/ui-v2/src/lib/organise.svelte.js
ui,clavierAdresse,addressKeyboard,4,apps/desktop/ui-v2/src/Composition.svelte
ui,commandeSignature,signatureCommand,4,apps/desktop/ui-v2/src/Reglages.svelte
ui,corbeille,trash,4,apps/desktop/ui-v2/src/Nettoyage.svelte;apps/desktop/ui-v2/src/Portier.svelte;apps/desktop/ui-v2/src/Reglages.svelte;apps/desktop/ui-v2/src/lib/portier.js
ui,corpsEnCours,bodyInProgress,4,apps/desktop/ui-v2/src/App.svelte
ui,corpsVersion,bodyVersion,4,apps/desktop/ui-v2/src/Composition.svelte
ui,coutureEnVol,seamInFlight,4,apps/desktop/ui-v2/src/Liste.svelte
ui,demarrer,start,4,apps/desktop/ui-v2/src/Nettoyage.svelte
ui,ecrire,write,4,apps/desktop/ui-v2/src/App.svelte
ui,envoisEnAttente,pendingSends,4,apps/desktop/ui-v2/src/App.svelte
ui,envoyer,send,4,apps/desktop/ui-v2/src/Composition.svelte;apps/desktop/ui-v2/src/Retour.svelte
ui,erreurs,errors,4,apps/desktop/ui-v2/src/lib/fil.svelte.js
ui,espacement,spacing,4,apps/desktop/ui-v2/src/Reglages.svelte
ui,estOuverte,isOpen,4,apps/desktop/ui-v2/src/Composition.svelte;apps/desktop/ui-v2/src/Conversation.svelte;apps/desktop/ui-v2/src/Reglages.svelte;apps/desktop/ui-v2/src/Retour.svelte
ui,filtreRoutages,routingsFilter,4,apps/desktop/ui-v2/src/Reglages.svelte
ui,generationVue,viewGeneration,4,apps/desktop/ui-v2/src/App.svelte
ui,generiqueOuvert,genericOpen,4,apps/desktop/ui-v2/src/Onboarding.svelte
ui,gestesOrganise,organizedGestures,4,apps/desktop/ui-v2/src/Liste.svelte
ui,groupesTries,sortedGroups,4,apps/desktop/ui-v2/src/Nettoyage.svelte;apps/desktop/ui-v2/src/Registre.svelte
ui,hCadre,frameHeight,4,apps/desktop/ui-v2/src/Liste.svelte
ui,heures,hours,4,apps/desktop/ui-v2/src/lib/quand.js
ui,imagesBloquees,blockedImages,4,apps/desktop/ui-v2/src/lib/fil.svelte.js
ui,jetonSuggere,suggestToken,4,apps/desktop/ui-v2/src/Composition.svelte
ui,kiosqueTotal,feedTotal,4,apps/desktop/ui-v2/src/App.svelte
ui,largeur,width,4,apps/desktop/ui-v2/src/lib/corps.js
ui,lien,link,4,apps/desktop/ui-v2/src/lib/liens.js
ui,mesureDemandee,measureRequested,4,apps/desktop/ui-v2/src/Kiosque.svelte
ui,minuterieSuggere,suggestTimer,4,apps/desktop/ui-v2/src/Composition.svelte
ui,nbPieces,attachmentCount,4,apps/desktop/ui-v2/src/lib/fil.svelte.js
ui,nbPiecesDe,attachmentCountOf,4,apps/desktop/ui-v2/src/Fil.svelte
ui,neuve,fresh,4,apps/desktop/ui-v2/src/Composition.svelte
ui,nomBrouillon,draftName,4,apps/desktop/ui-v2/src/Reglages.svelte
ui,panne,failure,4,apps/desktop/ui-v2/src/lib/transport.js
ui,plafondPoignee,handleCap,4,apps/desktop/ui-v2/src/App.svelte
ui,portierTotal,screenerTotal,4,apps/desktop/ui-v2/src/App.svelte
ui,premiere,first,4,apps/desktop/ui-v2/src/Kiosque.svelte
ui,rangsPuces,chipRanks,4,apps/desktop/ui-v2/src/Liste.svelte
ui,rattrapageApercus,previewBackfill,4,apps/desktop/ui-v2/src/App.svelte
