layer,old,new,occurrences,files
rust,fond,bg,7,crates/mail-render/src/lib.rs
rust,propre,clean,7,apps/desktop/src/commands.rs;crates/mail-core/src/store.rs
rust,sans_condstore,without_condstore,7,apps/desktop/src/commands.rs;crates/mail-core/src/sync.rs
rust,uidnext_vu,uidnext_seen,7,apps/desktop/src/commands.rs;crates/mail-core/src/sync.rs
rust,CibleGeste,GestureTarget,6,crates/mail-core/src/echo.rs
rust,ErreurIcal,IcalError,6,crates/mail-ical/src/lib.rs
rust,SourceTransfert,SourceForward,6,crates/mail-core/src/compose.rs
rust,blanc_en_attente,pending_blank,6,crates/mail-core/src/search.rs
rust,borne,bound,6,crates/mail-core/src/store.rs
rust,borne_epoch,bound_epoch,6,crates/mail-core/src/store.rs
rust,brouillon,draft,6,crates/mail-core/src/outbox.rs
rust,chemin,path,6,apps/desktop/src/trace.rs;crates/mail-core/examples/seed_clarity.rs
rust,compte_boite,mailbox_account,6,crates/mail-core/src/nav.rs
rust,debut_epoch,start_epoch,6,crates/mail-core/src/invitation.rs;crates/mail-core/src/store.rs
rust,encre,ink,6,crates/mail-render/src/lib.rs
rust,envoye,sent,6,crates/mail-core/src/compose.rs
rust,fin_epoch,end_epoch,6,crates/mail-core/src/invitation.rs;crates/mail-core/src/store.rs
rust,garde,guard,6,apps/desktop/src/instance.rs;apps/desktop/src/veilleur.rs
rust,geste_sous,gesture_under,6,crates/mail-core/src/echo.rs
rust,par_role,by_role,6,crates/mail-core/src/nav.rs
rust,premier,first,6,crates/mail-core/src/store.rs;crates/mail-imap/src/lib.rs
rust,premiere,first,6,apps/desktop/src/instance.rs
rust,routages,routings,6,crates/mail-core/examples/banc_nettoyage.rs;crates/mail-core/src/store.rs
rust,traites,handled,6,crates/mail-core/examples/banc_nettoyage.rs;crates/mail-core/src/store.rs
rust,trouver,find,6,crates/mail-core/src/body.rs;crates/mail-core/src/search.rs
rust,ANCIEN_IDENTIFIANT,OLD_IDENTIFIER,5,apps/desktop/src/demenagement.rs
rust,RegistreInitialisees,InitializedRegistry,5,crates/mail-core/src/store.rs
rust,SessionNettoyage,CleanupSession,5,crates/mail-core/src/store.rs
rust,actions_en_attente,pending_actions,5,apps/desktop/src/commands.rs;crates/mail-core/src/sync.rs
rust,avec_statut,with_status,5,apps/desktop/src/commands.rs
rust,balayer_echos,sweep_echos,5,crates/mail-core/src/echo.rs
rust,boites_du_perimetre,mailboxes_in_scope,5,crates/mail-core/src/store.rs
rust,corps_alternatif,alternative_body,5,crates/mail-smtp/src/lib.rs
rust,cote,aside,5,apps/desktop/src/commands.rs;crates/mail-core/src/store.rs
rust,courrier,mail,5,apps/desktop/src/commands.rs;apps/desktop/src/main.rs
rust,cout,cost,5,crates/mail-core/examples/banc_recherche.rs
rust,debut_texte,start_text,5,crates/mail-core/src/invitation.rs;crates/mail-core/src/store.rs
rust,demenager_dossier,relocate_folder,5,apps/desktop/src/demenagement.rs
rust,dernier,last,5,crates/mail-core/examples/banc_recherche.rs;crates/mail-imap/src/lib.rs
rust,expediteurs,senders,5,crates/mail-core/examples/seed_inbox.rs
rust,fin_texte,end_text,5,crates/mail-core/src/invitation.rs;crates/mail-core/src/store.rs
rust,forme,shape,5,crates/mail-core/examples/diagnostic_fils.rs
rust,gros,big,5,crates/mail-core/examples/banc_nettoyage.rs;crates/mail-core/examples/diagnostic_fils.rs
rust,groupes,groups,5,crates/mail-core/examples/banc_nettoyage.rs;crates/mail-core/src/store.rs
rust,journee_entiere,all_day,5,crates/mail-core/src/invitation.rs;crates/mail-core/src/store.rs
rust,mode_organise_epoch,organized_mode_epoch,5,crates/mail-core/src/store.rs
rust,modseq_vu,modseq_seen,5,apps/desktop/src/commands.rs;crates/mail-core/src/sync.rs
rust,nettoyage_critere,cleanup_criterion,5,crates/mail-core/src/store.rs
rust,organisateur_nom,organizer_name,5,crates/mail-core/src/invitation.rs;crates/mail-core/src/store.rs
rust,oui,yes,5,crates/mail-core/src/store.rs
rust,plancher,floor,5,crates/mail-imap/src/lib.rs
rust,plus_haut_fait,highest_done,5,crates/mail-core/src/store.rs
rust,releve,poll,5,apps/desktop/src/commands.rs;crates/mail-core/src/outbox.rs
rust,substituer_transfert,substitute_forward,5,crates/mail-core/src/compose.rs
rust,DemandeReponse,ReplyRequest,4,crates/mail-ical/src/lib.rs;crates/mail-ical/tests/corpus.rs
rust,MARQUE,BRAND,4,crates/mail-core/src/correspondants.rs
rust,NOM,NAME,4,apps/desktop/src/trace.rs
rust,PREF_MODE_ORGANISE,PREF_ORGANIZED_MODE,4,crates/mail-core/src/store.rs
rust,PREF_MODE_ORGANISE_EPOCH,PREF_ORGANIZED_MODE_EPOCH,4,crates/mail-core/src/store.rs
rust,Sortie,Output,4,crates/mail-core/src/search.rs
rust,Veille,Watch,4,crates/mail-imap/src/lib.rs
rust,agir_groupe,act_on_group,4,crates/mail-core/src/echo.rs
rust,arrivees,arrivals,4,apps/desktop/src/commands.rs;crates/mail-core/src/sync.rs
rust,arrivees_depuis,arrivals_since,4,crates/mail-core/src/store.rs
rust,brouillon_echo,draft_echo,4,crates/mail-core/examples/seed_clarity.rs
rust,commence_par,starts_with,4,crates/mail-core/src/body.rs
rust,depuis,since,4,apps/desktop/src/commands.rs;apps/desktop/src/main.rs
rust,du_fil,of_thread,4,crates/mail-core/src/echo.rs;crates/mail-core/src/store.rs
rust,duree,duration,4,crates/mail-core/examples/banc_recherche.rs;crates/mail-core/src/correspondants.rs
rust,echo_vue,echo_view,4,crates/mail-core/src/echo.rs
rust,ecrire_dans,write_into,4,apps/desktop/src/trace.rs
rust,fil_route,thread_route,4,crates/mail-core/src/nav.rs;crates/mail-core/src/store.rs
rust,hors_pile,off_pile,4,crates/mail-core/src/nav.rs;crates/mail-core/src/store.rs
rust,journal,log,4,crates/mail-imap/src/faux_serveur.rs
rust,legere,light,4,crates/mail-core/src/outbox.rs
rust,messages_locaux,local_messages,4,apps/desktop/src/commands.rs;crates/mail-core/src/sync.rs
rust,nettoyage_etat,cleanup_state,4,crates/mail-core/src/store.rs
rust,nombre,count,4,crates/mail-core/examples/diagnostic_fils.rs;crates/mail-core/examples/seed_clarity.rs
rust,organisateur,organizer,4,crates/mail-ical/src/lib.rs
rust,organise,organized,4,crates/mail-core/src/nav.rs
rust,participation_du_repondant,attendee_participation,4,crates/mail-ical/src/lib.rs
rust,present_en_destination,present_at_destination,4,crates/mail-core/src/echo.rs
rust,rangs,ranks,4,crates/mail-core/src/store.rs
rust,rattraper_correspondants,backfill_contacts,4,crates/mail-core/src/correspondants.rs
rust,reception_non_lues,inbox_unread,4,crates/mail-core/src/nav.rs
rust,reception_total,inbox_total,4,crates/mail-core/src/nav.rs
rust,relever_inbox,poll_inbox,4,apps/desktop/src/commands.rs
rust,repere,marker,4,apps/desktop/src/commands.rs
rust,repondant_adresse,attendee_address,4,crates/mail-core/src/invitation.rs;crates/mail-core/src/store.rs
rust,repondant_nom,attendee_name,4,crates/mail-core/src/invitation.rs;crates/mail-core/src/store.rs
rust,repondant_statut,attendee_status,4,crates/mail-core/src/invitation.rs;crates/mail-core/src/store.rs
rust,reponse_a,reply_to,4,crates/mail-core/examples/seed_arrivee.rs
rust,reposer_sessions,reset_sessions,4,apps/desktop/src/commands.rs
rust,retraits_du_non,no_removals,4,crates/mail-core/src/store.rs
rust,retrograde_ancien_schema,downgrade_old_schema,4,crates/mail-core/src/search.rs
rust,sans_adresse,no_address,4,crates/mail-core/examples/diagnostic_boites.rs
rust,source_du_transfert,forward_source,4,crates/mail-core/src/compose.rs
rust,tri,sort,4,crates/mail-core/src/store.rs
rust,valider_routage,validate_routing,4,crates/mail-core/src/store.rs
rust,BORNE_OCTETS,BYTE_LIMIT,3,apps/desktop/src/trace.rs
rust,Correspondant,Contact,3,crates/mail-core/src/correspondants.rs
rust,DESTINATIONS_ROUTAGE,ROUTING_DESTINATIONS,3,crates/mail-core/src/store.rs
rust,DOSSIER,FOLDER,3,apps/desktop/src/trace.rs
rust,FinDeCycle,CycleEnd,3,apps/desktop/src/commands.rs
rust,GardeInstance,InstanceGuard,3,apps/desktop/src/instance.rs
rust,GroupeNettoyage,CleanupGroup,3,crates/mail-core/src/store.rs
rust,InvitationRang,InvitationRank,3,crates/mail-core/src/nav.rs;crates/mail-core/src/store.rs
rust,MOTS,WORDS,3,crates/mail-core/examples/seed_inbox.rs
rust,Methode,Method,3,crates/mail-ical/src/lib.rs
rust,NOM_VERROU,LOCK_NAME,3,apps/desktop/src/instance.rs
rust,PREF_PORTIER_DEFAUT_NON,PREF_SCREENER_DEFAULT_NO,3,crates/mail-core/src/store.rs
rust,PREF_PORTIER_DEFAUT_OUI,PREF_SCREENER_DEFAULT_YES,3,crates/mail-core/src/store.rs
rust,Quand,When,3,crates/mail-ical/src/lib.rs
rust,REGLES_ROUTAGE,ROUTING_RULES,3,crates/mail-core/src/store.rs
rust,Routage,Routing,3,crates/mail-core/src/store.rs
rust,SEUIL_ENVOI,SEND_THRESHOLD,3,crates/mail-core/src/outbox.rs
rust,TransportDecor,FixtureTransport,3,crates/mail-core/examples/seed_clarity.rs
rust,ajouter,add,3,crates/mail-core/src/compose.rs
rust,apres_initiale,after_initial,3,crates/mail-core/src/sync.rs
rust,attente_defaite,pending_undone,3,crates/mail-core/src/store.rs
rust,autres,others,3,crates/mail-core/examples/diagnostic_boites.rs
rust,avant,before,3,crates/mail-core/src/search.rs
rust,avec_inconnue,with_unknown,3,crates/mail-core/src/echo.rs
rust,brouillon_reponse,reply_draft,3,crates/mail-core/src/store.rs
rust,cle_fichier,file_key,3,crates/mail-core/src/store.rs
rust,colonnes_threads,thread_columns,3,crates/mail-core/src/store.rs
rust,compte_unifie,unified_account,3,crates/mail-core/src/nav.rs
rust,comptes_avec_travail,accounts_with_work,3,crates/mail-core/src/echo.rs
rust,defaut_portier_non_valide,valid_screener_default_no,3,crates/mail-core/src/store.rs
rust,defaut_portier_oui_valide,valid_screener_default_yes,3,crates/mail-core/src/store.rs
rust,dernier_epoch,last_epoch,3,crates/mail-core/src/nav.rs;crates/mail-core/src/store.rs
rust,dernier_objet,last_subject,3,crates/mail-core/src/nav.rs;crates/mail-core/src/store.rs
rust,echange_coupe,cut_exchange,3,crates/mail-core/src/backfill.rs
rust,echos_en_attente,pending_echos,3,crates/mail-core/src/echo.rs
rust,ecrire_horizon_premier_ajout,write_horizon_first_add,3,apps/desktop/src/commands.rs
rust,entete_transfert,forward_header,3,crates/mail-core/src/compose.rs
rust,enveloppe,envelope,3,crates/mail-core/src/echo.rs;crates/mail-imap/src/tests_e3.rs
rust,envoi,send,3,crates/mail-core/src/correspondants.rs
rust,est_invisible,is_invisible,3,crates/mail-core/src/body.rs
rust,est_organisateur,is_organizer,3,crates/mail-ical/src/lib.rs
rust,est_partie_calendrier,is_calendar_part,3,crates/mail-imap/src/convert.rs
rust,ferme,closed,3,crates/mail-core/src/compose.rs
rust,fermeture,closing,3,crates/mail-core/src/body.rs
rust,filtre_compte,account_filter,3,crates/mail-core/src/nav.rs
rust,forme_simple,shape_simple,3,crates/mail-core/examples/diagnostic_fils.rs
rust,hors,off,3,crates/mail-core/examples/banc_recherche.rs
rust,indesirables_non_lus,junk_unread,3,crates/mail-core/src/nav.rs
rust,indesirables_total,junk_total,3,crates/mail-core/src/nav.rs
rust,jour,day,3,crates/mail-core/examples/seed_clarity.rs
rust,ko_par_corps,ko_by_body,3,crates/mail-core/examples/seed_inbox.rs
rust,limite,limit,3,crates/mail-core/src/correspondants.rs
rust,lire,read,3,crates/mail-core/src/thread.rs
rust,lire_ligne,read_line,3,crates/mail-imap/src/lib.rs
rust,lire_routage,read_routing,3,crates/mail-core/src/store.rs
rust,liste_ids,id_list,3,crates/mail-core/src/store.rs
rust,mis_de_cote_du_fil,thread_set_aside,3,crates/mail-core/src/store.rs
rust,panne_au_lot_envelopes,failure_au_batch_envelopes,3,crates/mail-core/src/test_support.rs
rust,pin_state_du_fil,thread_pin_state,3,crates/mail-core/src/store.rs
rust,poser_boite,set_mailbox,3,apps/desktop/src/commands.rs
rust,pris,taken,3,crates/mail-core/src/store.rs
rust,queue,tail,3,crates/mail-core/src/store.rs
rust,reconstruire_index_si_ancien,rebuild_index_if_old,3,crates/mail-core/src/store.rs
rust,regles_actives,active_rules,3,crates/mail-core/src/store.rs
rust,repondant_est_organisateur,attendee_is_organizer,3,crates/mail-ical/src/lib.rs
rust,reponse_epoch,reply_epoch,3,crates/mail-core/src/invitation.rs;crates/mail-core/src/store.rs
rust,retenue,hold,3,crates/mail-core/src/nav.rs;crates/mail-core/src/store.rs
rust,sans_id,no_id,3,crates/mail-core/src/echo.rs
rust,seul_b,only_b,3,crates/mail-core/src/nav.rs
rust,seule,single,3,crates/mail-core/src/echo.rs
rust,suivante,next,3,apps/desktop/src/instance.rs
rust,sujet,subject,3,crates/mail-core/examples/seed_arrivee.rs;crates/mail-core/examples/seed_clarity.rs
rust,taille,size,3,apps/desktop/src/trace.rs
rust,teinte_sure,safe_hue,3,crates/mail-render/src/lib.rs
rust,texte_en_html,text_as_html,3,crates/mail-core/src/echo.rs
rust,texte_vers,text_into,3,crates/mail-core/src/search.rs
rust,trop_gros,too_big,3,apps/desktop/src/trace.rs
rust,valider_horizon,validate_horizon,3,apps/desktop/src/commands.rs
rust,verrou_compte,account_lock,3,apps/desktop/src/commands.rs
rust,vide,empty,3,crates/mail-core/src/sync.rs
rust,BROUILLONS,DRAFTS,2,crates/mail-core/src/nav.rs
rust,CORBEILLE,TRASH,2,crates/mail-core/src/nav.rs
rust,ChampsIndexes,IndexedFields,2,crates/mail-core/src/store.rs
rust,Courrier,Mail,2,crates/mail-imap/src/lib.rs
rust,EnvoiRow,SendRow,2,crates/mail-core/src/echo.rs
rust,FauxImap,FakeImap,2,crates/mail-imap/src/faux_serveur.rs
rust,GroupeRegistre,PaperTrailGroup,2,crates/mail-core/src/nav.rs
rust,INDESIRABLES,JUNK,2,crates/mail-core/src/nav.rs
rust,INDEX_EXPEDITEURS,SENDERS_INDEX,2,crates/mail-core/src/store.rs
rust,InvitationLigne,InvitationLine,2,apps/desktop/src/commands.rs
rust,LIMITE,LIMIT,2,crates/mail-core/src/body.rs
rust,LOT_CHANGEMENTS,CHANGES_BATCH,2,crates/mail-imap/src/lib.rs
rust,LOT_CORPS_OCTETS,BODY_BATCH_BYTES,2,crates/mail-imap/src/lib.rs
rust,MOIS,MONTH,2,crates/mail-core/src/correspondants.rs
rust,MethodeInconnue,UnknownMethod,2,crates/mail-ical/src/lib.rs
rust,PAGE_UNIFIEE,UNIFIED_PAGE,2,crates/mail-core/examples/banc_page_liste.rs
rust,PAGE_UN_COMPTE,SINGLE_ACCOUNT_PAGE,2,crates/mail-core/examples/banc_page_liste.rs
rust,PERIMETRES_NETTOYAGE,CLEANUP_SCOPES,2,crates/mail-core/src/store.rs
rust,PLAGES_NETTOYAGE,CLEANUP_RANGES,2,crates/mail-core/src/store.rs
rust,PREFS_PAR_COMPTE,PREFS_PER_ACCOUNT,2,crates/mail-core/src/store.rs
rust,REGISTRE,PAPER_TRAIL,2,crates/mail-core/src/store.rs
rust,Reponse,Reply,2,crates/mail-ical/src/lib.rs
rust,SEUIL_QUARANTAINE,QUARANTINE_THRESHOLD,2,crates/mail-core/src/store.rs
rust,SOUS_LOT,SUB_BATCH,2,crates/mail-core/src/store.rs
rust,SansEvenement,NoEvent,2,crates/mail-ical/src/lib.rs
rust,SansUid,NoUid,2,crates/mail-ical/src/lib.rs
rust,VolPasse,PassFlight,2,apps/desktop/src/main.rs
rust,_releve,poll,2,apps/desktop/src/commands.rs
rust,adresses_de,addresses_from,2,crates/mail-core/src/store.rs
rust,annulee,cancelled,2,apps/desktop/src/commands.rs;crates/mail-core/src/store.rs
rust,app_bulles,app_bubbles,2,apps/desktop/src/commands.rs
rust,attente,pending,2,crates/mail-core/examples/banc_nettoyage.rs
rust,attente_apres_echecs,pending_after_failures,2,apps/desktop/src/commands.rs
rust,avec,with,2,crates/mail-core/src/outbox.rs
rust,bloc,block,2,crates/mail-core/src/compose.rs
rust,bloque,blocked,2,crates/mail-core/src/compose.rs
rust,boucle,loop,2,apps/desktop/src/veilleur.rs
rust,bulles,bubbles,2,crates/mail-core/src/sync.rs
rust,canoniques_hors_archives,canonical_except_archive,2,crates/mail-core/src/nav.rs
rust,clair,light,2,crates/mail-render/src/lib.rs
rust,corps_images,body_images,2,crates/mail-core/examples/seed_arrivee.rs
rust,corps_synthetique,synthetic_body,2,crates/mail-core/examples/seed_inbox.rs
rust,correspondants,contacts,2,crates/mail-core/src/lib.rs
rust,deja_en_file,already_queued,2,crates/mail-core/src/store.rs
rust,deja_stmt,already_stmt,2,crates/mail-core/src/store.rs
rust,demande,request,2,crates/mail-ical/tests/corpus.rs
rust,demenagement,relocation,2,apps/desktop/src/main.rs
rust,depuis_jours,since_days,2,crates/mail-core/examples/seed_clarity.rs
rust,doit_relever,must_poll,2,apps/desktop/src/commands.rs
rust,dossiers_inclus,included_folders,2,crates/mail-core/src/store.rs
rust,drapeaux,flags,2,crates/mail-core/src/sync.rs
rust,ecrire_invitation,compose_invitation,2,crates/mail-core/src/store.rs
rust,encore,still,2,crates/mail-core/src/backfill.rs
rust,envoi_echo,send_echo,2,crates/mail-core/examples/seed_clarity.rs
rust,epingle,pin,2,crates/mail-core/src/store.rs
rust,epoque_portier,screener_epoch,2,crates/mail-core/src/store.rs
rust,exclusion_organisee,organized_exclusion,2,crates/mail-core/src/store.rs
rust,expediteur,sender,2,crates/mail-core/examples/seed_clarity.rs
rust,fil_route_sql,thread_route_sql,2,crates/mail-core/src/store.rs
rust,filtre_non_lues,unread_filter,2,crates/mail-core/src/nav.rs
rust,fin_du_bloc,block_end,2,crates/mail-core/src/compose.rs
rust,id_du_compte,account_id_of,2,apps/desktop/src/veilleur.rs
rust,invitation_de,invitation_from,2,crates/mail-core/src/body.rs
rust,jamais_vu,never_seen,2,crates/mail-core/src/sync.rs
rust,jeu,set,2,crates/mail-imap/src/faux_serveur.rs
rust,jours,days,2,crates/mail-core/src/backfill.rs
rust,lecteur,reader,2,crates/mail-imap/src/faux_serveur.rs
rust,lots,batches,2,crates/mail-core/examples/seed_clarity.rs
rust,mailboxes_avec_actions,mailboxes_with_actions,2,crates/mail-core/src/echo.rs
rust,masque,mask,2,crates/mail-core/examples/diagnostic_boites.rs
rust,methode_stable,method_stable,2,crates/mail-core/src/invitation.rs
rust,mode_organise,organized_mode,2,crates/mail-core/src/store.rs
rust,mot,word,2,crates/mail-core/src/correspondants.rs
rust,nettoyage_compter_groupes,cleanup_count_groups,2,crates/mail-core/src/store.rs
rust,nettoyage_groupes_sql,cleanup_groups_sql,2,crates/mail-core/src/store.rs
rust,nettoyage_messages_sql,cleanup_messages_sql,2,crates/mail-core/src/store.rs
rust,noms_adresses,address_names,2,crates/mail-core/src/correspondants.rs
rust,noms_colonnes,column_names,2,crates/mail-core/src/store.rs
rust,non_lues_seulement,unread_seulement,2,crates/mail-core/src/store.rs
rust,organise_hors_sql,organized_off_sql,2,crates/mail-core/src/store.rs
rust,organise_sql,organized_sql,2,crates/mail-core/src/store.rs
rust,par_cle,by_key,2,crates/mail-core/src/search.rs
rust,passe,pass,2,crates/mail-core/src/correspondants.rs
rust,peut_repondre,can_reply,2,apps/desktop/src/commands.rs;crates/mail-core/src/store.rs
rust,portier_attente,screener_waiting,2,crates/mail-core/src/store.rs
rust,poser_phase,set_phase,2,apps/desktop/src/commands.rs
rust,premier_identifiant,first_identifier,2,crates/mail-core/examples/diagnostic_fils.rs
rust,premier_uid,first_uid,2,crates/mail-core/examples/seed_clarity.rs
rust,queue_tronquee,truncated_queue,2,crates/mail-core/src/body.rs
rust,rattraper_apercus_lot,backfill_previews_batch,2,crates/mail-core/src/store.rs
rust,refusee,refused,2,crates/mail-core/src/store.rs
rust,refuser_action,refuse_action,2,crates/mail-core/src/store.rs
rust,relu,reread,2,crates/mail-core/src/backfill.rs
rust,reprise,resume,2,crates/mail-core/src/sync.rs
rust,routage,routing,2,crates/mail-core/src/store.rs
rust,router_expediteur,route_sender,2,crates/mail-core/src/store.rs
rust,sans,without,2,crates/mail-imap/src/convert.rs
rust,sans_date,no_date,2,crates/mail-core/src/store.rs
rust,sans_source,no_source,2,crates/mail-core/src/compose.rs
rust,sans_validity,no_validity,2,crates/mail-core/src/sync.rs
rust,seul,alone,2,crates/mail-smtp/src/lib.rs
rust,solder_repere,settle_marker,2,apps/desktop/src/commands.rs
rust,sombre,dark,2,crates/mail-render/src/lib.rs
rust,tailles,sizes,2,crates/mail-imap/src/lib.rs
rust,tout,all,2,crates/mail-core/src/nav.rs
rust,tri_date,sort_by_date,2,crates/mail-core/examples/banc_recherche.rs
rust,trouve,found,2,apps/desktop/src/veilleur.rs
rust,veille_session,watch_session,2,apps/desktop/src/veilleur.rs
rust,ANCIEN_KEYRING_SERVICE,OLD_KEYRING_SERVICE,1,crates/mail-auth/src/lib.rs
rust,CORPS_ABSENT,BODY_ABSENT,1,crates/mail-core/src/store.rs
rust,DESTINATIONS_ECHO,ECHO_DESTINATIONS,1,crates/mail-core/src/echo.rs
rust,InvitationStockee,StoredInvitation,1,crates/mail-core/src/invitation.rs
rust,Jour,Day,1,crates/mail-ical/src/lib.rs
rust,MARQUEUR_TRANSFERT,FORWARD_MARKER,1,crates/mail-core/src/compose.rs
rust,MIS_DE_COTE_THREADS,SET_ASIDE_THREADS,1,crates/mail-core/src/store.rs
rust,Refus,Refusal,1,crates/mail-core/src/error.rs
rust,SansReponse,NoReply,1,crates/mail-ical/src/lib.rs
rust,_fin,end,1,apps/desktop/src/commands.rs
rust,a_jour,up_to_date,1,crates/mail-core/examples/banc_migration_fils.rs
rust,banc_completer_50k,bench_complete_50k,1,crates/mail-core/src/correspondants.rs
rust,banc_rattrapage_200k,bench_backfill_200k,1,crates/mail-core/src/correspondants.rs
rust,ca_tient_tout_juste,ca_fits_all_just,1,crates/mail-core/src/sync.rs
rust,chaque_ligne_est_datee,each_line_is_datee,1,apps/desktop/src/trace.rs
rust,compte_id,account_id,1,apps/desktop/src/veilleur.rs
rust,debut_atelier,workshop_start,1,crates/mail-core/examples/seed_clarity.rs
rust,decodes_non_latin_scripts,decodes_no_latin_scripts,1,crates/mail-imap/src/mutf7.rs
rust,dossier_de_la_base,db_folder,1,apps/desktop/src/instance.rs
rust,duree_inbox,inbox_duration,1,apps/desktop/src/commands.rs
rust,duree_inventaire,inventory_duration,1,apps/desktop/src/commands.rs
rust,en_ligne,online,1,apps/desktop/src/main.rs
rust,en_vol,in_flight,1,apps/desktop/src/main.rs
rust,envelope_simple,simple_envelope,1,crates/mail-core/src/test_support.rs
rust,etat_mis_de_cote,set_aside_state,1,crates/mail-core/src/store.rs
rust,etiquette,label,1,crates/mail-core/examples/banc_nettoyage.rs
rust,extraire_apercu,extract_preview,1,crates/mail-core/src/body.rs
rust,extraire_invitation,extract_invitation,1,crates/mail-core/src/invitation.rs
rust,faut_relever_tests,must_poll_tests,1,crates/mail-core/src/sync.rs
rust,faux_serveur,fake_server,1,crates/mail-imap/src/lib.rs
rust,fin_atelier,workshop_end,1,crates/mail-core/examples/seed_clarity.rs
rust,garnir_message,populate_message,1,crates/mail-core/src/store.rs
rust,hors_portee,out_of_scope,1,crates/mail-core/examples/diagnostic_fils.rs
rust,initiale,initial,1,crates/mail-core/examples/diagnostic_boites.rs
rust,journee_entiere_value_date,all_day_value_date,1,crates/mail-ical/tests/corpus.rs
rust,kiosque_lu,feed_read,1,crates/mail-core/src/store.rs
rust,kiosque_non_ouverts,feed_unopened,1,crates/mail-core/src/nav.rs
rust,lancer,launch,1,crates/mail-imap/src/faux_serveur.rs
rust,le_manque_est_chiffre,the_manque_is_chiffre,1,crates/mail-core/src/sync.rs
rust,lignes_du_message,message_lines,1,crates/mail-core/src/store.rs
rust,marquer_kiosque_lu,mark_feed_read,1,crates/mail-core/src/store.rs
rust,messages_du_fil,messages_of_thread,1,crates/mail-core/src/store.rs
rust,n_dossiers,folder_count,1,apps/desktop/src/commands.rs
rust,nettoyage_demarrer,cleanup_start,1,crates/mail-core/src/store.rs
rust,nettoyage_groupes,cleanup_groups,1,crates/mail-core/src/store.rs
rust,nettoyage_messages,cleanup_messages,1,crates/mail-core/src/store.rs
rust,nettoyage_terminer,cleanup_finish,1,crates/mail-core/src/store.rs
rust,nettoyage_verdict,cleanup_verdict,1,crates/mail-core/src/store.rs
rust,ouverture,opening,1,crates/mail-core/src/compose.rs
rust,paragraphe,paragraph,1,crates/mail-core/examples/banc_indexation.rs
rust,passe_legere_compte,light_pass_account,1,apps/desktop/src/commands.rs
rust,passes_geste,passes_gesture,1,apps/desktop/src/main.rs
rust,permis,allowed,1,apps/desktop/src/commands.rs
rust,pile_mis_de_cote,set_aside_pile,1,crates/mail-core/src/store.rs
rust,portier_adresses,screener_addresses,1,crates/mail-core/src/store.rs
rust,portier_defauts,screener_defaults,1,crates/mail-core/src/store.rs
rust,portier_total,screener_total,1,crates/mail-core/src/store.rs
rust,pour_test,for_test,1,crates/mail-imap/src/lib.rs
rust,reception_organisee_count_scoped,organized_inbox_count_scoped,1,crates/mail-core/src/nav.rs
rust,reception_organisee_scoped,organized_inbox_scoped,1,crates/mail-core/src/nav.rs
rust,registre_groupes,paper_trail_groups,1,crates/mail-core/src/nav.rs
rust,repondre_vise_reply_to,reply_vise_reply_to,1,crates/mail-core/src/compose.rs
rust,reponse_itip,itip_reply,1,crates/mail-ical/src/lib.rs
rust,reseau_etat,network_state,1,apps/desktop/src/commands.rs
rust,retire_le_backslash_double,removed_the_backslash_double,1,crates/mail-core/src/imap_quoted.rs
rust,retirer_routage,remove_routing,1,crates/mail-core/src/store.rs
rust,rien_depuis_les_indesirables,nothing_since_the_junk,1,crates/mail-core/src/correspondants.rs
rust,routage_count_scoped,routing_count_scoped,1,crates/mail-core/src/nav.rs
rust,routage_de,routing_of,1,crates/mail-core/src/store.rs
rust,routage_page_sql,routing_page_sql,1,crates/mail-core/src/store.rs
rust,routage_unified_scoped,routing_unified_scoped,1,crates/mail-core/src/nav.rs
rust,router_expediteur_of,route_sender_of,1,crates/mail-core/src/store.rs
rust,set_mode_organise,set_organized_mode,1,crates/mail-core/src/store.rs
rust,set_portier_defauts,set_screener_defaults,1,crates/mail-core/src/store.rs
rust,tests_pieces,attachment_tests,1,crates/mail-core/src/outbox.rs
rust,toggle_mis_de_cote,toggle_set_aside,1,crates/mail-core/src/store.rs
rust,tout_ne_borne_rien,all_ne_bound_nothing,1,crates/mail-core/src/backfill.rs
rust,upsert_persiste_les_destinataires,upsert_persiste_the_recipients,1,crates/mail-core/src/store.rs
rust,utc_request_sans_tzid,utc_request_without_tzid,1,crates/mail-ical/tests/corpus.rs
rust,veilleur,watcher,1,apps/desktop/src/main.rs
rust,verrous_releve,poll_locks,1,apps/desktop/src/main.rs
rust,vers_groupe,to_group,1,crates/mail-core/src/nav.rs
ui,appel,call,142,apps/desktop/ui-v2/src/App.svelte;apps/desktop/ui-v2/src/Composition.svelte;apps/desktop/ui-v2/src/Fil.svelte;apps/desktop/ui-v2/src/Kiosque.svelte;apps/desktop/ui-v2/src/Liste.svelte;apps/desktop/ui-v2/src/ModaleMigration.svelte;apps/desktop/ui-v2/src/Portier.svelte;apps/desktop/ui-v2/src/Reglages.svelte;apps/desktop/ui-v2/src/Retour.svelte;apps/desktop/ui-v2/src/lib/fil.svelte.js;apps/desktop/ui-v2/src/lib/liens.js;apps/desktop/ui-v2/src/lib/transport.js
ui,ligne,line,93,apps/desktop/ui-v2/src/App.svelte;apps/desktop/ui-v2/src/lib/fil.svelte.js;apps/desktop/ui-v2/src/lib/invitation.js;apps/desktop/ui-v2/src/main.js
