identifiant	occurrences	fichiers
lecteur	2	crates/mail-imap/src/faux_serveur.rs
lots	2	crates/mail-core/examples/seed_clarity.rs
mailboxes_avec_actions	2	crates/mail-core/src/echo.rs
masque	2	crates/mail-core/examples/diagnostic_boites.rs
methode_stable	2	crates/mail-core/src/invitation.rs
mode_organise	2	crates/mail-core/src/store.rs
mot	2	crates/mail-core/src/correspondants.rs
nettoyage_compter_groupes	2	crates/mail-core/src/store.rs
nettoyage_groupes_sql	2	crates/mail-core/src/store.rs
nettoyage_messages_sql	2	crates/mail-core/src/store.rs
noms_adresses	2	crates/mail-core/src/correspondants.rs
noms_colonnes	2	crates/mail-core/src/store.rs
non_lues_seulement	2	crates/mail-core/src/store.rs
normalize_message_id	2	crates/mail-core/src/compose.rs
organise_hors_sql	2	crates/mail-core/src/store.rs
organise_sql	2	crates/mail-core/src/store.rs
page_keys	2	crates/mail-core/src/search.rs
par_cle	2	crates/mail-core/src/search.rs
parse_date_range	2	crates/mail-core/src/search.rs
passe	2	crates/mail-core/src/correspondants.rs
peut_repondre	2	apps/desktop/src/commands.rs;crates/mail-core/src/store.rs
pile	2	crates/mail-core/examples/banc_nettoyage.rs
portier_attente	2	crates/mail-core/src/store.rs
poser_phase	2	apps/desktop/src/commands.rs
premier_identifiant	2	crates/mail-core/examples/diagnostic_fils.rs
premier_uid	2	crates/mail-core/examples/seed_clarity.rs
presque_fini_n_est_pas_fini	2	crates/mail-core/src/backfill.rs;crates/mail-core/src/sync.rs
queue_tronquee	2	crates/mail-core/src/body.rs
rattraper_apercus_lot	2	crates/mail-core/src/store.rs
refusee	2	crates/mail-core/src/store.rs
refuser_action	2	crates/mail-core/src/store.rs
relu	2	crates/mail-core/src/backfill.rs
reprise	2	crates/mail-core/src/sync.rs
routage	2	crates/mail-core/src/store.rs
router_expediteur	2	crates/mail-core/src/store.rs
sans	2	crates/mail-imap/src/convert.rs
sans_date	2	crates/mail-core/src/store.rs
sans_denominateur_on_ne_dit_rien	2	crates/mail-core/src/backfill.rs;crates/mail-core/src/sync.rs
sans_source	2	crates/mail-core/src/compose.rs
sans_validity	2	crates/mail-core/src/sync.rs
seul	2	crates/mail-smtp/src/lib.rs
solder_repere	2	apps/desktop/src/commands.rs
sombre	2	crates/mail-render/src/lib.rs
tailles	2	crates/mail-imap/src/lib.rs
thread_messages	2	crates/mail-core/src/store.rs
tout	2	crates/mail-core/src/nav.rs
trace	2	apps/desktop/src/main.rs;apps/desktop/src/trace.rs
tri_date	2	crates/mail-core/examples/banc_recherche.rs
trouve	2	apps/desktop/src/veilleur.rs
unified_page_sql	2	crates/mail-core/src/store.rs
veille_session	2	apps/desktop/src/veilleur.rs
ANCIEN_KEYRING_SERVICE	1	crates/mail-auth/src/lib.rs
AttachmentOverBudget	1	crates/mail-core/src/error.rs
CORPS_ABSENT	1	crates/mail-core/src/store.rs
DESTINATIONS_ECHO	1	crates/mail-core/src/echo.rs
InvitationStockee	1	crates/mail-core/src/invitation.rs
Jour	1	crates/mail-ical/src/lib.rs
MARQUEUR_TRANSFERT	1	crates/mail-core/src/compose.rs
MIS_DE_COTE_THREADS	1	crates/mail-core/src/store.rs
MessageRow	1	apps/desktop/src/commands.rs
MigrationProgress	1	apps/desktop/src/commands.rs
RECIPIENTS_BUDGET	1	apps/desktop/src/commands.rs
Refus	1	crates/mail-core/src/error.rs
SansReponse	1	crates/mail-ical/src/lib.rs
THREAD_HEADER_BUDGET	1	apps/desktop/src/commands.rs
_fin	1	apps/desktop/src/commands.rs
a_jour	1	crates/mail-core/examples/banc_migration_fils.rs
a_message_without_sender_or_subject_still_reads	1	crates/mail-core/src/notify.rs
a_non_image_with_a_content_id_stays_an_attachment	1	crates/mail-imap/src/convert.rs
a_plain_message_has_no_attachments	1	crates/mail-imap/src/convert.rs
a_single_message_shows_its_sender_and_subject	1	crates/mail-core/src/notify.rs
absent_removal_cleans_the_index	1	crates/mail-core/src/search.rs
accepts_simple_address	1	crates/mail-core/src/address.rs
accepts_subdomains_and_plus_tag	1	crates/mail-core/src/address.rs
account_message_count	1	crates/mail-core/src/store.rs
action_queue_roundtrips_in_emission_order	1	crates/mail-core/src/store.rs
adoption	1	crates/mail-core/examples/banc_migration_fils.rs
allow_images_message	1	crates/mail-core/src/store.rs
allow_images_sender_of	1	crates/mail-core/src/store.rs
an_inlined_cid_image_is_not_an_attachment	1	crates/mail-imap/src/convert.rs
annuler_l_adoption_defait_tout_et_laisse_user_version_inchangee	1	crates/mail-core/src/store.rs
annuler_un_envoi_parti_ne_fait_rien	1	crates/mail-core/src/outbox.rs
annuler_un_programme_recree_le_brouillon	1	crates/mail-core/src/outbox.rs
aucune_boite_n_est_synchronisee_deux_fois	1	crates/mail-core/src/sync.rs
backfill_ignores_what_lies_beyond_the_horizon	1	crates/mail-core/src/backfill.rs
backfill_lists_recent_bodyless_messages_newest_first	1	crates/mail-core/src/store.rs
backfill_never_leaks_another_accounts_messages	1	crates/mail-core/src/store.rs
backfill_recipients_remplit_les_envois_sans_destinataire	1	crates/mail-core/src/backfill.rs
backfill_respects_the_recency_horizon	1	crates/mail-core/src/store.rs
backfill_skips_messages_that_already_have_a_body	1	crates/mail-core/src/store.rs
backfill_stops_at_its_budget	1	crates/mail-core/src/backfill.rs
banc_analyse_de_50_corps	1	crates/mail-imap/src/tests_e3.rs
banc_completer_50k	1	crates/mail-core/src/correspondants.rs
banc_rattrapage_200k	1	crates/mail-core/src/correspondants.rs
bare_term_finds_a_message_by_its_recipient	1	crates/mail-core/src/search.rs
body_roundtrips_and_is_none_when_absent	1	crates/mail-core/src/store.rs
builds_message_with_our_message_id_never_a_generated_one	1	crates/mail-smtp/src/lib.rs
ca_tient_tout_juste	1	crates/mail-core/src/sync.rs
cancel_meme_uid_sequence_1	1	crates/mail-ical/tests/corpus.rs
cc_dans_les_entetes_cci_dans_l_enveloppe_seule	1	crates/mail-smtp/src/lib.rs
cc_et_bcc_vides_valent_liste_vide	1	crates/mail-core/src/compose.rs
cc_recipients_fold_case_and_accents	1	crates/mail-core/src/search.rs
chaque_ligne_est_datee	1	apps/desktop/src/trace.rs
chaque_valeur_des_vocabulaires_a_sa_duree	1	crates/mail-core/src/backfill.rs
cinq_echecs_transitoires_mettent_en_quarantaine	1	crates/mail-core/src/sync.rs
cinq_echecs_transitoires_refusent_le_message_et_liberent_la_file	1	crates/mail-core/src/outbox.rs
client_secret	1	crates/mail-auth/src/lib.rs
compte_id	1	apps/desktop/src/veilleur.rs
comptes_avec_travail_reunit_actions_et_echos	1	crates/mail-core/src/echo.rs
condstore_picks_up_new_messages_too	1	crates/mail-core/src/sync.rs
css_escape_bypass_passes_the_naive_filter_csp_is_the_backstop	1	crates/mail-render/src/sanitize.rs
date_filter_bounds_by_year_month_or_day	1	crates/mail-core/src/search.rs
debut_atelier	1	crates/mail-core/examples/seed_clarity.rs
decodes_non_latin_scripts	1	crates/mail-imap/src/mutf7.rs
dedoublonnage_nom_recent_et_classement	1	crates/mail-core/src/correspondants.rs
delete_account_efface_tout_et_ne_touche_pas_le_voisin	1	crates/mail-core/src/store.rs
deleting_a_pending_send_cascades_to_its_pieces	1	crates/mail-core/src/outbox.rs
des_actions_en_attente_forcent_la_releve	1	crates/mail-core/src/sync.rs
deux_ancetres_du_meme_fil_ne_declenchent_pas_de_fusion	1	crates/mail-core/src/thread.rs
deux_messages_dont_l_en_tete_est_en_prose_ne_fusionnent_pas	1	crates/mail-core/src/store.rs
deux_rapports_de_la_meme_seconde_ne_s_ecrasent_pas	1	apps/desktop/src/telemetry.rs
deux_verrous_sur_le_meme_dossier_le_second_est_refuse	1	apps/desktop/src/instance.rs
dossier_de_la_base	1	apps/desktop/src/instance.rs
draft_bytes_carries_pieces_as_multipart_mixed	1	crates/mail-smtp/src/lib.rs
draft_bytes_without_pieces_stays_single_part	1	crates/mail-smtp/src/lib.rs
duree_inbox	1	apps/desktop/src/commands.rs
duree_inventaire	1	apps/desktop/src/commands.rs
email_document_bake_la_palette_du_theme	1	crates/mail-render/src/lib.rs
email_document_declare_le_color_scheme_du_fond	1	crates/mail-render/src/lib.rs
email_document_opens_https_images_only_on_request	1	crates/mail-render/src/lib.rs
email_document_refuse_une_teinte_hors_forme	1	crates/mail-render/src/lib.rs
en_ligne	1	apps/desktop/src/main.rs
en_vol	1	apps/desktop/src/main.rs
english_notifications_carry_english_texts	1	crates/mail-core/src/notify.rs
enqueue_copies_pieces_and_survives_draft_deletion	1	crates/mail-core/src/outbox.rs
envelope_simple	1	crates/mail-core/src/test_support.rs
etat_mis_de_cote	1	crates/mail-core/src/store.rs
etiquette	1	crates/mail-core/examples/banc_nettoyage.rs
extracts_html_body_from_raw_message	1	crates/mail-imap/src/convert.rs
extracts_message_id_for_threading	1	crates/mail-imap/src/convert.rs
extraire_apercu	1	crates/mail-core/src/body.rs
extraire_invitation	1	crates/mail-core/src/invitation.rs
faut_relever_tests	1	crates/mail-core/src/sync.rs
faux_serveur	1	crates/mail-imap/src/lib.rs
fetches_then_serves_from_cache	1	crates/mail-core/src/body.rs
fffd_authentique_en_utf8_valide_est_conserve	1	crates/mail-imap/src/convert.rs
filter_alone_lists_by_date_without_terms	1	crates/mail-core/src/search.rs
fin_atelier	1	crates/mail-core/examples/seed_clarity.rs
flush_only_sends_the_given_accounts_queue	1	crates/mail-core/src/outbox.rs
fresh_message_has_no_threading_headers	1	crates/mail-smtp/src/lib.rs
from_filter_folds_case_and_accents	1	crates/mail-core/src/search.rs
garnir_message	1	crates/mail-core/src/store.rs
gb2312_est_decode_grace_a_full_encoding	1	crates/mail-imap/src/convert.rs
generates_unique_well_formed_message_ids	1	crates/mail-core/src/compose.rs
google_request_tzid_iana_ete	1	crates/mail-ical/tests/corpus.rs
horizon_import_defaut_tout_vocabulaire_ferme_purge_au_retrait	1	crates/mail-core/src/store.rs
horizon_tests	1	crates/mail-core/src/backfill.rs
hors_portee	1	crates/mail-core/examples/diagnostic_fils.rs
html_body_with_pieces_nests_alternative_inside_mixed	1	crates/mail-smtp/src/lib.rs
html_sans_charset_en_latin1_est_redecode_en_windows_1252	1	crates/mail-imap/src/convert.rs
images_allowed	1	crates/mail-core/src/store.rs
images_senders	1	crates/mail-core/src/store.rs
important_message_carries_priority_headers	1	crates/mail-smtp/src/lib.rs
inbox_passe_toujours_en_premier	1	crates/mail-core/src/sync.rs
incremental_fetches_only_new_messages	1	crates/mail-core/src/sync.rs
incremental_removes_expunged_messages	1	crates/mail-core/src/sync.rs
inflight_message_is_quarantined_never_resent	1	crates/mail-core/src/outbox.rs
initiale	1	crates/mail-core/examples/diagnostic_boites.rs
inline_cid_images	1	crates/mail-imap/src/convert.rs
inlines_embedded_cid_images_as_data_uris	1	crates/mail-imap/src/convert.rs
journee_entiere_value_date	1	crates/mail-ical/tests/corpus.rs
keeps_inline_and_data_images	1	crates/mail-render/src/sanitize.rs
kiosque_lu	1	crates/mail-core/src/store.rs
kiosque_non_ouverts	1	crates/mail-core/src/nav.rs
l_apercu_ignore_styles_scripts_et_commentaires	1	crates/mail-core/src/body.rs
l_appariement_couvre_adresse_nom_et_mots_du_nom	1	crates/mail-core/src/correspondants.rs
l_echo_d_envoi_ne_nait_qu_a_sent	1	crates/mail-core/src/echo.rs
l_echo_d_envoi_porte_les_destinataires	1	crates/mail-core/src/echo.rs
l_echo_d_envoi_survit_au_balayage_sans_releve_des_envoyes	1	crates/mail-core/src/echo.rs
l_echo_d_un_envoi_riche_porte_le_html_compose	1	crates/mail-core/src/echo.rs
l_envoi_note_ses_destinataires	1	crates/mail-core/src/correspondants.rs
l_identifiant_du_message_vient_en_premier	1	crates/mail-core/src/thread.rs
l_inconnu_ne_borne_rien	1	crates/mail-core/src/backfill.rs
la_liste_montre_une_ligne_par_conversation	1	crates/mail-core/src/store.rs
la_passe_demande_les_entetes_par_lots	1	crates/mail-core/src/backfill.rs
la_reparation_pieces_calendrier_fait_relire_les_messages_touches	1	crates/mail-core/src/store.rs
la_reponse_se_journalise_avec_son_email_et_survit_au_rescan	1	crates/mail-core/src/store.rs
la_synchro_apprend_les_expediteurs_sans_double_compte	1	crates/mail-core/src/correspondants.rs
la_trace_est_bornee_a_un_mega	1	apps/desktop/src/trace.rs
la_vraie_ligne_tue_l_echo	1	crates/mail-core/src/echo.rs
lancer	1	crates/mail-imap/src/faux_serveur.rs
le_balayage_respecte_l_intention_en_attente	1	crates/mail-core/src/echo.rs
le_budget_borne_un_passage_et_le_reste_est_annonce	1	crates/mail-core/src/backfill.rs
le_corps_rapporte_son_invitation_et_la_stocke	1	crates/mail-core/src/body.rs
le_dossier_absent_est_cree	1	apps/desktop/src/instance.rs
le_fait_qui_depasse_est_plafonne	1	crates/mail-core/src/backfill.rs
le_fichier_ecrit_ne_contient_aucune_donnee_du_message	1	apps/desktop/src/telemetry.rs
le_geste_verse_la_matiere_a_l_echo	1	crates/mail-core/src/echo.rs
le_geste_verse_les_destinataires_a_l_echo	1	crates/mail-core/src/echo.rs
le_local_qui_depasse_est_plafonne	1	crates/mail-core/src/sync.rs
le_manque_est_chiffre	1	crates/mail-core/src/sync.rs
le_panic_secondaire_du_runtime_est_ecarte	1	apps/desktop/src/telemetry.rs
le_rapport_garde_de_quoi_situer_le_bug	1	crates/mail-core/src/crash.rs
le_rapport_n_emporte_aucune_donnee_du_message	1	crates/mail-core/src/crash.rs
le_rattrapage_peuple_une_fois_sans_les_indesirables	1	crates/mail-core/src/correspondants.rs
le_repondant_d_un_reply_n_est_pas_l_organisateur_echo	1	crates/mail-ical/tests/corpus.rs
le_statut_ne_charge_aucun_octet_de_piece	1	crates/mail-core/src/outbox.rs
le_texte_d_envoi_est_echappe	1	crates/mail-core/src/echo.rs
le_total_du_corpus_ne_compte_pas_les_corps_mais_les_messages	1	crates/mail-core/src/store.rs
le_vocabulaire_borne_a_sa_duree	1	crates/mail-core/src/backfill.rs
les_arrivees_se_comptent_a_l_uid	1	crates/mail-core/src/store.rs
les_boites_se_rattrapent_reception_d_abord	1	crates/mail-core/src/store.rs
les_conteneurs_sans_courrier_sont_ecartes	1	crates/mail-core/src/sync.rs
les_destinataires_rattrapes_entrent_a_l_annuaire	1	crates/mail-core/src/correspondants.rs
les_entetes_rapatries_recollent_un_fil_coupe	1	crates/mail-core/src/backfill.rs
les_envois_apprennent_les_destinataires	1	crates/mail-core/src/correspondants.rs
les_envoyes_passent_avant_le_reste	1	crates/mail-core/src/sync.rs
les_pieces_de_l_echo_d_envoi_se_lisent_en_metadonnees	1	crates/mail-core/src/echo.rs
les_references_recollent_deux_moities_de_fil	1	crates/mail-core/src/store.rs
lignes_du_message	1	crates/mail-core/src/store.rs
long_local	1	crates/mail-core/src/address.rs
marquer_kiosque_lu	1	crates/mail-core/src/store.rs
message_without_pieces_stays_single_part	1	crates/mail-smtp/src/lib.rs
messages_du_fil	1	crates/mail-core/src/store.rs
migration	1	apps/desktop/src/main.rs
migration_cancel_rolls_back_and_reruns	1	crates/mail-core/src/search.rs
migration_check	1	apps/desktop/src/commands.rs
migration_progress	1	apps/desktop/src/commands.rs
migration_rebuilds_an_old_index_with_recipients	1	crates/mail-core/src/search.rs
migration_reports_progress_and_indexes_every_message	1	crates/mail-core/src/search.rs
migration_retire_les_escapes_imap_des_objets_existants	1	crates/mail-core/src/store.rs
migration_run	1	apps/desktop/src/commands.rs
n_dossiers	1	apps/desktop/src/commands.rs
nettoyage_demarrer	1	crates/mail-core/src/store.rs
nettoyage_groupes	1	crates/mail-core/src/store.rs
nettoyage_messages	1	crates/mail-core/src/store.rs
nettoyage_terminer	1	crates/mail-core/src/store.rs
nettoyage_verdict	1	crates/mail-core/src/store.rs
network_cut_keeps_message_queued_then_next_flush_sends_it	1	crates/mail-core/src/outbox.rs
noms_adresses_rend_les_noms_connus_et_tait_le_reste	1	crates/mail-core/src/correspondants.rs
non_ascii_piece_names_are_encoded_in_headers	1	crates/mail-smtp/src/lib.rs
notre_adresse_se_compare_sans_la_casse	1	crates/mail-ical/tests/corpus.rs
only_genuinely_new_and_unread_messages_are_notifiable	1	crates/mail-core/src/store.rs
only_removing_actions_take_the_message_out_of_the_mailbox	1	crates/mail-core/src/action.rs
ordinary_message_has_no_priority_headers	1	crates/mail-smtp/src/lib.rs
ouverture	1	crates/mail-core/src/compose.rs
paragraphe	1	crates/mail-core/examples/banc_indexation.rs
passe_legere_compte	1	apps/desktop/src/commands.rs
passes_geste	1	apps/desktop/src/main.rs
pending_adoption_sees_an_old_search_index	1	crates/mail-core/src/store.rs
permis	1	apps/desktop/src/commands.rs
pieces_travel_as_multipart_mixed_attachments	1	crates/mail-smtp/src/lib.rs
pile_mis_de_cote	1	crates/mail-core/src/store.rs
plain_enqueue_still_carries_no_pieces	1	crates/mail-core/src/outbox.rs
plan_sync_decide_sur_la_fraicheur_de_l_etat	1	crates/mail-core/src/sync.rs
portier_adresses	1	crates/mail-core/src/store.rs
portier_defauts	1	crates/mail-core/src/store.rs
portier_total	1	crates/mail-core/src/store.rs
pour_test	1	crates/mail-imap/src/lib.rs
present_en_destination_pas_de_doublon	1	crates/mail-core/src/echo.rs
purged_piece_is_a_permanent_refusal_never_an_amputated_message	1	crates/mail-smtp/src/lib.rs
quarantined_pieces_keep_their_bytes_and_requeue_sends_them	1	crates/mail-core/src/outbox.rs
queued_pieces_survive_process_restart	1	crates/mail-core/src/outbox.rs
quoted_printable_sans_charset_est_redecode	1	crates/mail-imap/src/convert.rs
recent_orders_by_date_then_uid_descending	1	crates/mail-core/src/store.rs
recent_pages_with_offset	1	crates/mail-core/src/store.rs
reception_organisee_count_scoped	1	crates/mail-core/src/nav.rs
reception_organisee_scoped	1	crates/mail-core/src/nav.rs
references_de_porte_la_chaine_entiere	1	crates/mail-core/src/outbox.rs
references_porte_la_chaine_entiere	1	crates/mail-smtp/src/lib.rs
registre_groupes	1	crates/mail-core/src/nav.rs
remote_uidnext_absent_puis_pose	1	crates/mail-core/src/store.rs
remove_absent_deletes_only_missing_uids	1	crates/mail-core/src/store.rs
remove_absent_drops_orphaned_bodies	1	crates/mail-core/src/store.rs
removes_data_links_but_not_data_images	1	crates/mail-render/src/sanitize.rs
reparation_corps_fffd_purge_les_corps_mutiles	1	crates/mail-core/src/store.rs
replay_moves_the_message_to_its_journaled_folder	1	crates/mail-core/src/sync.rs
reply_all_split_garde_les_cc_en_cc	1	crates/mail-core/src/compose.rs
reply_all_split_ignore_les_vides_et_l_expediteur_absent	1	crates/mail-core/src/compose.rs
reply_all_split_ordonne_sender_puis_a_puis_cc_sans_soi	1	crates/mail-core/src/compose.rs
reply_all_split_peut_etre_vide_quand_seul	1	crates/mail-core/src/compose.rs
reply_recu_donne_le_repondant	1	crates/mail-ical/tests/corpus.rs
reply_to_est_lu_de_l_envelope	1	crates/mail-imap/src/convert.rs
reply_to_propre_sans_destinataires_est_vide	1	crates/mail-core/src/compose.rs
reply_to_propre_vise_les_destinataires_pas_soi	1	crates/mail-core/src/compose.rs
reply_to_recu_sans_expediteur_est_vide	1	crates/mail-core/src/compose.rs
reply_to_recu_vise_l_expediteur	1	crates/mail-core/src/compose.rs
repondre_vise_reply_to	1	crates/mail-core/src/compose.rs
reponse_itip	1	crates/mail-ical/src/lib.rs
reseau_etat	1	apps/desktop/src/commands.rs
reset_mailbox_efface_aussi_les_fils	1	crates/mail-core/src/store.rs
reset_mailbox_efface_invitations_et_pieces	1	crates/mail-core/src/store.rs
retire_le_backslash_double	1	crates/mail-core/src/imap_quoted.rs
retirer_les_messages_d_un_fil_le_fait_disparaitre	1	crates/mail-core/src/store.rs
retirer_routage	1	crates/mail-core/src/store.rs
revoke_images_sender	1	crates/mail-core/src/store.rs
rien_a_rapatrier_passe_meme_disque_plein	1	crates/mail-core/src/sync.rs
rien_depuis_les_indesirables	1	crates/mail-core/src/correspondants.rs
rien_n_a_bouge_on_saute	1	crates/mail-core/src/sync.rs
routage_count_scoped	1	crates/mail-core/src/nav.rs
routage_de	1	crates/mail-core/src/store.rs
routage_page_sql	1	crates/mail-core/src/store.rs
routage_unified_scoped	1	crates/mail-core/src/nav.rs
router_expediteur_of	1	crates/mail-core/src/store.rs
sans_message_id_pas_d_echo	1	crates/mail-core/src/echo.rs
search_capped_pages_without_gap_or_overlap	1	crates/mail-core/src/search.rs
search_capped_returns_rows_and_exact_total	1	crates/mail-core/src/search.rs
search_recent_orders_by_date_ignoring_relevance	1	crates/mail-core/src/search.rs
search_total_counts_all_matches_beyond_the_limit	1	crates/mail-core/src/search.rs
search_total_respects_the_date_filter	1	crates/mail-core/src/search.rs
sent_pieces_are_purged_to_metadata_only	1	crates/mail-core/src/outbox.rs
set_mode_organise	1	crates/mail-core/src/store.rs
set_portier_defauts	1	crates/mail-core/src/store.rs
set_text_prefs_ecrit_le_lot_entier	1	crates/mail-core/src/store.rs
several_messages_are_summarized_in_a_single_notification	1	crates/mail-core/src/notify.rs
simple	1	crates/mail-imap/src/faux_serveur.rs
sync_cycle	1	apps/desktop/src/main.rs
tests_pieces	1	crates/mail-core/src/outbox.rs
texte_seul_sans_charset_en_latin1_est_redecode	1	crates/mail-imap/src/convert.rs
to_filter_alone_lists_by_date	1	crates/mail-core/src/search.rs
toggle_mis_de_cote	1	crates/mail-core/src/store.rs
tout_ne_borne_rien	1	crates/mail-core/src/backfill.rs
tzid_inconnu_rend_flottant_jamais_une_heure_fausse	1	crates/mail-ical/tests/corpus.rs
uidvalidity_changee_force_la_releve	1	crates/mail-core/src/sync.rs
un_535_en_plein_flush_est_transitoire	1	crates/mail-smtp/src/lib.rs
un_bloc_accentue_se_substitue_sans_paniquer	1	crates/mail-core/src/compose.rs
un_cancel_eteint_le_request_de_la_meme_reunion_dans_les_deux_ordres	1	crates/mail-core/src/store.rs
un_changement_de_drapeaux_seul_reveille_le_dossier	1	crates/mail-core/src/sync.rs
un_corps_present_sort_le_message_du_rattrapage_et_rien_ne_l_y_ramene	1	crates/mail-core/src/store.rs
un_depart_en_attente_ne_compte_plus_dans_le_denominateur	1	crates/mail-core/src/store.rs
un_dossier_d_envois_confondu_avec_la_reception_ne_double_pas	1	crates/mail-core/src/sync.rs
un_dossier_jamais_releve_se_releve	1	crates/mail-core/src/sync.rs
un_en_tete_vide_ou_tronque_ne_produit_aucun_identifiant	1	crates/mail-core/src/thread.rs
un_fil_reste_non_lu_tant_qu_un_de_ses_messages_l_est	1	crates/mail-core/src/store.rs
un_fil_se_lit_du_plus_ancien_au_plus_recent	1	crates/mail-core/src/store.rs
un_identifiant_seul_garde_sa_forme	1	crates/mail-core/examples/diagnostic_fils.rs
un_message_sans_date_reste_a_rattraper	1	crates/mail-core/src/store.rs
un_message_sans_identifiant_ne_se_rattache_a_rien	1	crates/mail-core/src/thread.rs
un_message_sans_references_n_est_pas_redemande	1	crates/mail-core/src/backfill.rs
un_modseq_jamais_vu_releve_une_fois_pour_converger	1	crates/mail-core/src/sync.rs
un_poste_discovery_demenage_dossier_et_base	1	apps/desktop/src/demenagement.rs
un_poste_neuf_ne_fait_rien	1	apps/desktop/src/demenagement.rs
un_poste_wind_existant_nest_jamais_ecrase	1	apps/desktop/src/demenagement.rs
un_references_geant_garde_la_racine_et_les_ancetres_immediats	1	crates/mail-core/src/thread.rs
un_references_replie_sur_plusieurs_lignes_se_lit_entierement	1	crates/mail-core/src/thread.rs
un_rename_perdu_contre_l_autre_instance_est_un_succes	1	apps/desktop/src/demenagement.rs
un_rescan_sans_calendrier_efface_la_ligne	1	crates/mail-core/src/store.rs
un_serveur_muet_impose_la_releve	1	crates/mail-core/src/sync.rs
un_serveur_qui_ne_liste_rien_synchronise_quand_meme_la_reception	1	crates/mail-core/src/sync.rs
un_serveur_sans_condstore_garde_la_sobriete	1	crates/mail-core/src/sync.rs
un_transfert_laisse_une_ligne_editable_apres_le_bloc	1	crates/mail-core/src/compose.rs
un_transfert_n_embarque_aucune_image_distante_a_la_composition_mais_les_rend_a_l_envoi	1	crates/mail-core/src/compose.rs
une_action_refusee_ne_bloque_pas_les_suivantes	1	crates/mail-core/src/sync.rs
une_adresse_cc_ou_bcc_invalide_refuse_tout	1	crates/mail-core/src/compose.rs
une_arrivee_bouge_uidnext_meme_a_decompte_egal	1	crates/mail-core/src/sync.rs
une_base_au_schema_des_fils_precedent_s_ouvre_et_se_migre	1	crates/mail-core/src/store.rs
une_base_d_avant_la_vague_2_recoit_la_colonne_reply_to	1	crates/mail-core/src/store.rs
une_base_fichier_s_ouvre_en_wal	1	crates/mail-core/src/store.rs
une_base_heritee_voit_tous_ses_messages_adoptes	1	crates/mail-core/src/store.rs
une_base_mal_regroupee_est_refaite_a_l_ouverture	1	crates/mail-core/src/store.rs
une_boite_immense_ne_deborde_pas	1	crates/mail-core/src/sync.rs
une_boite_videe_reste_en_incremental_et_bulle	1	crates/mail-core/src/sync.rs
une_chaine_de_references_ne_divulgue_aucun_identifiant	1	crates/mail-core/examples/diagnostic_fils.rs
une_chaine_sans_backslash_est_empruntee	1	crates/mail-core/src/imap_quoted.rs
une_enveloppe_resynchronisee_sans_changement_garde_son_docid	1	crates/mail-core/src/search.rs
une_initiale_coupee_au_lot_2_reprend_au_lot_2	1	crates/mail-core/src/sync.rs
une_invitation_ne_fuit_pas_entre_comptes	1	crates/mail-core/src/store.rs
une_invitation_s_ecrit_avec_le_corps_et_se_relit	1	crates/mail-core/src/store.rs
une_panne_reseau_smtp_n_est_pas_un_refus_d_auth	1	crates/mail-smtp/src/lib.rs
une_passe_interrompue_reprend_sans_perte	1	apps/desktop/src/demenagement.rs
une_reponse_fait_remonter_tout_le_fil	1	crates/mail-core/src/store.rs
une_reponse_itip_avec_pieces_est_refusee	1	crates/mail-smtp/src/lib.rs
une_reponse_itip_part_en_partie_text_calendar_method_reply	1	crates/mail-smtp/src/lib.rs
une_reponse_sans_ligne_ne_journalise_rien	1	crates/mail-core/src/store.rs
une_resynchronisation_ne_degroupe_pas_un_fil_recolle	1	crates/mail-core/src/store.rs
une_seconde_ouverture_du_meme_chemin_ne_rejoue_pas_le_schema	1	crates/mail-core/src/store.rs
unified_recent_merges_accounts_by_date	1	crates/mail-core/src/store.rs
upsert_persiste_les_destinataires	1	crates/mail-core/src/store.rs
utc_request_sans_tzid	1	crates/mail-ical/tests/corpus.rs
valide_cc_et_bcc_comme_le_champ_a	1	crates/mail-core/src/compose.rs
veilleur	1	apps/desktop/src/main.rs
verrous_releve	1	apps/desktop/src/main.rs
vers_groupe	1	crates/mail-core/src/nav.rs
